amuse,avg_step_ms,best_val_acc,best_val_loss,col_gamma,elapsed_sec,epoch,examples_per_sec,gpu,lr,lr_final_scale,lr_schedule,max_memory_mb,mimuon,mimuon_mix,momentum,normuon,normuon_aspect_scale,normuon_beta,opt_beta,opt_gram_params,opt_lr,opt_matrix_params,opt_mimuon_params,opt_normuon_aspect_params,opt_normuon_params,opt_params,opt_step,opt_sync_diagnostics,optimizer,overall_examples_per_sec,pmuon_beta,pmuon_eq,root_grouping,root_normuon_mode,row_gamma,seed,sfplus_adamc_decay,sfplus_beta1,sfplus_beta1_anneal_steps,sfplus_beta1_max,sfplus_beta_anneal,sfplus_c_warmup,sfplus_c_warmup_enabled,sfplus_inner_momentum,sfplus_polyak,sfplus_polyak_beta,sfplus_r,sfplus_weight_lr_power,soda,split_seed,step,step_timing,test_examples,torch,train_acc,train_examples,train_loss,train_val_size,trial,type,use_gram,val_acc,val_examples,val_loss,val_source,weight_decay,wsd_decay_frac
False,18.896247389288334,76.26,0.6783088070869446,0.0,22.54496438393835,11,25651.46245049167,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.01,0.1,wsd,1126.43212890625,False,0.85,0.95,True,False,0.9,1.0,18.0,0.01,18.0,0.0,0.0,18.0,60.0,1044.0,0.0,anchormuon,27095.326889625507,0.95,False,anchor,row,0.0,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,73.65077227011494,45000,0.7475175864395054,5000,component_no_pmuoneq_lr0.01_rg0_pb0.95_nb0.9,epoch,True,73.98,5000,0.7144827402114868,train_split,0.001,0.2
False,18.899291490942375,74.94,0.7122834706306458,0.0,22.573155508027412,11,26346.7911960762,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.01,0.1,wsd,1126.43212890625,False,0.85,0.95,True,False,0.95,1.0,18.0,0.01,18.0,0.0,0.0,18.0,60.0,1044.0,0.0,anchormuon,27090.962655683667,0.95,False,anchor,row,0.0,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,73.7720007183908,45000,0.7403855508771436,5000,component_no_pmuoneq_lr0.01_rg0_pb0.95_nb0.95,epoch,True,74.94,5000,0.7122834706306458,train_split,0.001,0.2
False,19.118246094834852,74.54,0.703032758140564,0.0,22.777367278002203,11,25722.572522949864,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.01,0.1,wsd,1126.43212890625,False,0.85,0.95,True,False,0.93,1.0,18.0,0.01,18.0,0.0,0.0,18.0,60.0,1044.0,0.0,anchormuon,26780.69930998149,0.9,False,anchor,row,0.0,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,72.83360272988506,45000,0.7720407213287792,5000,component_no_pmuoneq_lr0.01_rg0_pb0.9_nb0.93,epoch,True,74.42,5000,0.703032758140564,train_split,0.001,0.2
False,19.725794140543876,77.38,0.643795485496521,0.0,23.47503367997706,11,25423.966675327134,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.006,0.1,wsd,1124.6748046875,False,0.85,0.95,True,False,0.93,1.0,18.0,0.006,18.0,0.0,0.0,18.0,60.0,1044.0,0.0,anchormuon,25955.86247894825,0.9,True,anchor,row,0.35,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,none,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,76.23248922413794,45000,0.6696945833063673,5000,component_no_soda_lr0.006_rg0.35_pb0.9_nb0.93,epoch,True,76.74,5000,0.643795485496521,train_split,0.001,0.2
False,19.52511511347881,77.74,0.6219808660507202,0.0,23.24049610097427,11,25374.73732993976,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,wsd,1124.6748046875,False,0.85,0.95,True,False,0.93,1.0,18.0,0.008,18.0,0.0,0.0,18.0,60.0,1044.0,0.0,anchormuon,26222.63669250022,0.9,True,anchor,row,0.25,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,none,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,76.12248563218391,45000,0.674139171496205,5000,component_no_soda_lr0.008_rg0.25_pb0.9_nb0.93,epoch,True,77.74,5000,0.6219808660507202,train_split,0.001,0.2
False,19.747490610483982,77.36,0.6346481579780578,0.0,23.52554318890907,11,23592.753906649457,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,wsd,1124.6748046875,False,0.85,0.95,True,False,0.9,1.0,18.0,0.008,18.0,0.0,0.0,18.0,60.0,1044.0,0.0,anchormuon,25927.34490164427,0.95,True,anchor,row,0.35,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,none,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,76.33351293103448,45000,0.6742900993632174,5000,component_no_soda_lr0.008_rg0.35_pb0.95_nb0.9,epoch,True,76.6,5000,0.657250951385498,train_split,0.001,0.2
False,19.725091852291428,77.66,0.622776985836029,0.0,23.444700638065115,11,24741.98862955607,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,wsd,1124.6748046875,False,0.85,0.95,True,False,0.95,1.0,18.0,0.008,18.0,0.0,0.0,18.0,60.0,1044.0,0.0,anchormuon,25956.786606320515,0.95,True,anchor,row,0.35,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,none,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,76.34473778735632,45000,0.670114907725104,5000,component_no_soda_lr0.008_rg0.35_pb0.95_nb0.95,epoch,True,77.66,5000,0.622776985836029,train_split,0.001,0.2
False,20.04065975199821,77.84,0.6212620100021362,0.0,23.7673420709325,11,23873.144452237753,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,wsd,1124.6748046875,False,0.85,0.95,True,False,0.93,1.0,18.0,0.008,18.0,0.0,0.0,18.0,60.0,1044.0,0.0,anchormuon,25548.061108564532,0.9,True,anchor,row,0.35,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,none,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,76.41208692528735,45000,0.6665392497490192,5000,component_no_soda_lr0.008_rg0.35_pb0.9_nb0.93,epoch,True,77.52,5000,0.6329828617095947,train_split,0.001,0.2
False,19.708748428700527,77.08,0.6414853836059571,0.0,23.535890355007723,11,24677.2164112148,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,wsd,1124.6748046875,False,0.85,0.95,True,False,0.93,1.0,18.0,0.008,18.0,0.0,0.0,18.0,60.0,1044.0,0.0,anchormuon,25978.311197803345,0.9,True,anchor,row,0.45,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,none,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,75.92492816091954,45000,0.6752727134474392,5000,component_no_soda_lr0.008_rg0.45_pb0.9_nb0.93,epoch,True,77.08,5000,0.6414853836059571,train_split,0.001,0.2
False,19.52365728934167,77.16,0.6510114848136902,0.0,23.206694863038138,11,24943.048190026482,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,wsd,1124.6748046875,False,0.85,0.95,True,False,0.93,1.0,18.0,0.012,18.0,0.0,0.0,18.0,60.0,1044.0,0.0,anchormuon,26224.59472690654,0.9,True,anchor,row,0.35,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,none,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,75.6487966954023,45000,0.6847283292090756,5000,component_no_soda_lr0.012_rg0.35_pb0.9_nb0.93,epoch,True,76.9,5000,0.6510114848136902,train_split,0.001,0.2
False,19.987949641631968,77.14,0.6376594219207764,0.0,23.725718828034587,11,25334.554498530302,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.01,0.1,wsd,1124.6748046875,False,0.85,0.95,True,False,0.93,1.0,18.0,0.01,18.0,0.0,0.0,18.0,60.0,1044.0,0.0,anchormuon,25615.433757826722,0.9,True,anchor,row,0.35,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,none,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,76.09105603448276,45000,0.6717922276464002,5000,component_no_soda_lr0.01_rg0.35_pb0.9_nb0.93,epoch,True,76.76,5000,0.6547911825180054,train_split,0.001,0.2
