amuse,avg_step_ms,best_val_acc,best_val_loss,col_gamma,elapsed_sec,epoch,examples_per_sec,gpu,lr,lr_final_scale,lr_schedule,max_memory_mb,mimuon,mimuon_mix,momentum,normuon,normuon_aspect_scale,normuon_beta,opt_fallback_count,opt_group_count,opt_matrix_count,opt_soda_weight,optimizer,overall_examples_per_sec,pmuon_beta,pmuon_eq,root_grouping,root_normuon_mode,row_gamma,seed,soda,split_seed,step,step_timing,test_acc,test_examples,test_loss,torch,train_acc,train_examples,train_loss,train_val_size,trial,type,val_acc,val_examples,val_loss,val_source,weight_decay,wsd_decay_frac
True,11.388114302756328,79.64,0.5998214288234711,0.0,59.07213309395593,49,37965.321096176594,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.004,0.1,cosine,1124.625,False,0.85,0.95,False,False,0.95,,,,,adamw,44959.15534287163,0.95,True,anchor,row,0.2,123,matrix,12345,4350,cpu_launch_unsynchronized,79.55,10000,0.6240114168167115,2.13.0.dev20260506+cu130,84.8419540229885,45000,0.42073983125302983,5000,adamw_cosine_lr0.004_wd0.001,epoch,79.62,5000,0.6132732280254364,train_split,0.001,0.2
False,17.192584731289582,86.54,0.40361403241157534,0.0,83.29290604102425,49,27189.977385631613,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,constant,1124.677734375,False,0.85,0.95,True,False,0.93,40.0,2.0,20.0,0.00022983222247759135,root,29780.28074325482,0.9,True,named,row,0.35,123,all,12345,4350,cpu_launch_unsynchronized,85.74,10000,0.4317327343940735,2.13.0.dev20260506+cu130,86.79732399425288,45000,0.36970234259791757,5000,root_named_constant_lr0.012_rg0.35_pb0.9_nb0.93,epoch,86.06,5000,0.40361403241157534,train_split,0.05,0.2
False,16.959718639866033,87.48,0.409739528131485,0.0,82.26963733893353,49,28814.573902026284,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1124.677734375,False,0.85,0.95,True,False,0.93,40.0,2.0,20.0,0.00022983222247759135,root,30189.180072626747,0.9,True,named,row,0.35,123,all,12345,4350,cpu_launch_unsynchronized,86.9,10000,0.45878556814193727,2.13.0.dev20260506+cu130,94.29552801724138,45000,0.1610413189420755,5000,root_named_cosine_lr0.012_rg0.35_pb0.9_nb0.93,epoch,87.4,5000,0.4511269462108612,train_split,0.05,0.2
False,17.022076784659863,87.58,0.41506095199584964,0.0,82.31269269704353,49,28495.01820718454,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,linear,1124.677734375,False,0.85,0.95,True,False,0.93,40.0,2.0,20.0,0.00022983222247759135,root,30078.58597262407,0.9,True,named,row,0.35,123,all,12345,4350,cpu_launch_unsynchronized,86.75,10000,0.4596998782157898,2.13.0.dev20260506+cu130,94.18103448275862,45000,0.16570833882038621,5000,root_named_linear_lr0.012_rg0.35_pb0.9_nb0.93,epoch,87.18,5000,0.44340695204734804,train_split,0.05,0.2
False,16.23266306555905,88.36,0.3716321297645569,0.0,79.01164479798172,49,28622.48641770318,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,wsd,1124.677734375,False,0.85,0.95,True,False,0.93,40.0,2.0,20.0,0.00022983222247759135,root,31541.34339708645,0.9,True,named,row,0.35,123,all,12345,4350,cpu_launch_unsynchronized,87.67,10000,0.4110618705749512,2.13.0.dev20260506+cu130,93.17304238505747,45000,0.19117701841496873,5000,root_named_wsd_lr0.012_rg0.35_pb0.9_nb0.93,epoch,88.36,5000,0.40049394679069517,train_split,0.05,0.2
