batch,best_val_accuracy,best_val_loss,elapsed_s,epoch,event,examples_per_s_interval,mean_step_s_interval,overall_examples_per_s,progress,step,train_loss,train_loss_interval,trial,val_accuracy,val_loss
80,,,,27,step,,,,,2700,0.5176751017570496,,adamw_lr0.0025_wd0.005,,
83,,,,28,step,,,,,2800,0.4277260899543762,,adamw_lr0.0025_wd0.005,,
86,,,,29,step,,,,,2900,0.4987039566040039,,adamw_lr0.0025_wd0.005,,
89,,,,30,step,,,,,3000,0.46082019805908203,,adamw_lr0.0025_wd0.005,,
,0.812,0.5475664367675781,89.74481174699031,32,bin,17130.245998618644,0.01863641744551,27090.34460054023,0.6249484536082475,3031,,0.4585447044360756,adamw_lr0.0025_wd0.005,0.812,0.5475664367675781
92,,,,31,step,,,,,3100,0.44793447852134705,,adamw_lr0.0025_wd0.005,,
95,,,,32,step,,,,,3200,0.37219318747520447,,adamw_lr0.0025_wd0.005,,
1,,,,34,step,,,,,3300,0.30392321944236755,,adamw_lr0.0025_wd0.005,,
4,,,,35,step,,,,,3400,0.32873713970184326,,adamw_lr0.0025_wd0.005,,
7,,,,36,step,,,,,3500,0.3520057499408722,,adamw_lr0.0025_wd0.005,,
10,,,,37,step,,,,,3600,0.3225324749946594,,adamw_lr0.0025_wd0.005,,
,0.8206,0.5475664367675781,108.01251575804781,38,bin,17012.85790450273,0.019006534577178564,27064.823732893932,0.7501030927835052,3638,,0.3833739985351311,adamw_lr0.0025_wd0.005,0.8206,0.5560637756347656
13,,,,38,step,,,,,3700,0.28761768341064453,,adamw_lr0.0025_wd0.005,,
16,,,,39,step,,,,,3800,0.29727351665496826,,adamw_lr0.0025_wd0.005,,
19,,,,40,step,,,,,3900,0.39033010601997375,,adamw_lr0.0025_wd0.005,,
22,,,,41,step,,,,,4000,0.24223583936691284,,adamw_lr0.0025_wd0.005,,
25,,,,42,step,,,,,4100,0.3804307281970978,,adamw_lr0.0025_wd0.005,,
28,,,,43,step,,,,,4200,0.25168824195861816,,adamw_lr0.0025_wd0.005,,
,0.8256,0.5475664367675781,126.3657613809919,44,bin,16905.670929977536,0.01903321634649173,27041.21420148442,0.8750515463917525,4244,,0.32214688841659245,adamw_lr0.0025_wd0.005,0.8256,0.5615352340698242
31,,,,44,step,,,,,4300,0.2944805324077606,,adamw_lr0.0025_wd0.005,,
34,,,,45,step,,,,,4400,0.29920053482055664,,adamw_lr0.0025_wd0.005,,
37,,,,46,step,,,,,4500,0.23449699580669403,,adamw_lr0.0025_wd0.005,,
40,,,,47,step,,,,,4600,0.27780523896217346,,adamw_lr0.0025_wd0.005,,
43,,,,48,step,,,,,4700,0.2566621005535126,,adamw_lr0.0025_wd0.005,,
46,,,,49,step,,,,,4800,0.24802356958389282,,adamw_lr0.0025_wd0.005,,
,0.8303,0.5475664367675781,144.7405845959438,50,bin,16885.819372091417,0.0187431584266414,27075.323486550904,1.0,4850,,0.2720724435480121,adamw_lr0.0025_wd0.005,0.8303,0.560826026916504
2,,,,1,step,,,,,100,1.4085025787353516,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
5,,,,2,step,,,,,200,1.2716522216796875,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
8,,,,3,step,,,,,300,1.2489652633666992,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
11,,,,4,step,,,,,400,1.0076234340667725,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
14,,,,5,step,,,,,500,1.055262565612793,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
17,,,,6,step,,,,,600,0.8740808963775635,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.6602,0.9459196990966797,21.734207176952623,7,bin,14275.8163478584,0.03437927174159071,14892.69475655013,0.12494845360824743,606,,1.2623771834294788,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.6602,0.9459196990966797
20,,,,7,step,,,,,700,0.8058902025222778,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
23,,,,8,step,,,,,800,0.7691187262535095,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
26,,,,9,step,,,,,900,0.7183689475059509,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
29,,,,10,step,,,,,1000,0.7570069432258606,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
32,,,,11,step,,,,,1100,0.6609289646148682,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
35,,,,12,step,,,,,1200,0.6081690788269043,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.7952,0.6037630157470704,42.9105379038956,13,bin,14651.97483736619,0.03399868647832264,14975.586090281737,0.24989690721649485,1212,,0.7540307540704708,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.7952,0.6037630157470704
38,,,,13,step,,,,,1300,0.6183518171310425,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
41,,,,14,step,,,,,1400,0.5231310129165649,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
44,,,,15,step,,,,,1500,0.4925832152366638,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
47,,,,16,step,,,,,1600,0.4994505047798157,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
50,,,,17,step,,,,,1700,0.5253884792327881,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
53,,,,18,step,,,,,1800,0.48214274644851685,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.8238,0.5085491378784179,64.14624984597322,19,bin,14635.04387912399,0.03402570681282069,14999.489444039948,0.3750515463917526,1819,,0.5400569520436559,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.8238,0.5085491378784179
56,,,,19,step,,,,,1900,0.4891834855079651,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
59,,,,20,step,,,,,2000,0.4020422101020813,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
62,,,,21,step,,,,,2100,0.5160506367683411,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
65,,,,22,step,,,,,2200,0.36819735169410706,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
68,,,,23,step,,,,,2300,0.46995657682418823,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
71,,,,24,step,,,,,2400,0.35449790954589844,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.8394,0.46647332153320314,85.28710996091831,25,bin,14676.484558892545,0.033961927628708644,15018.463142959175,0.5,2425,,0.4321143834701072,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.8394,0.46647332153320314
74,,,,25,step,,,,,2500,0.4164249897003174,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
77,,,,26,step,,,,,2600,0.38537633419036865,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
80,,,,27,step,,,,,2700,0.4324392080307007,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
83,,,,28,step,,,,,2800,0.3434392809867859,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
86,,,,29,step,,,,,2900,0.38452214002609253,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
89,,,,30,step,,,,,3000,0.343155175447464,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.854,0.44474049072265626,106.56232601590455,32,bin,14583.81119749904,0.034083245264284814,15019.17888276711,0.6249484536082475,3031,,0.3568291115780475,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.854,0.44474049072265626
92,,,,31,step,,,,,3100,0.3733057379722595,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
95,,,,32,step,,,,,3200,0.3001158535480499,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
1,,,,34,step,,,,,3300,0.2670579254627228,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
4,,,,35,step,,,,,3400,0.23855647444725037,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
7,,,,36,step,,,,,3500,0.3182573914527893,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
10,,,,37,step,,,,,3600,0.24857169389724731,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.86,0.42124849548339843,127.95537789096124,38,bin,14527.40675754334,0.03429498984206075,15004.10651274039,0.7501030927835052,3638,,0.30569070693001127,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.86,0.42124849548339843
13,,,,38,step,,,,,3700,0.24998098611831665,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
16,,,,39,step,,,,,3800,0.22746311128139496,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
19,,,,40,step,,,,,3900,0.21909663081169128,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
22,,,,41,step,,,,,4000,0.22082604467868805,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
25,,,,42,step,,,,,4100,0.25851666927337646,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
28,,,,43,step,,,,,4200,0.22544586658477783,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.86,0.42124849548339843,149.40201751992572,44,bin,14467.235361293482,0.0344332415480305,14984.715700525605,0.8750515463917525,4244,,0.2649740597890942,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.86,0.4372094436645508
31,,,,44,step,,,,,4300,0.2665337324142456,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
34,,,,45,step,,,,,4400,0.2779799699783325,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
37,,,,46,step,,,,,4500,0.2708281874656677,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
40,,,,47,step,,,,,4600,0.250773161649704,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
43,,,,48,step,,,,,4700,0.20338885486125946,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
46,,,,49,step,,,,,4800,0.2465994954109192,,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.8698,0.42124849548339843,170.61337725899648,50,bin,14627.70420364572,0.03407147705993729,14990.014924775027,1.0,4850,,0.23714647723650775,orientation_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.8698,0.4239010406494141
2,,,,1,step,,,,,100,1.3440589904785156,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
5,,,,2,step,,,,,200,1.2555351257324219,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
8,,,,3,step,,,,,300,1.2042765617370605,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
11,,,,4,step,,,,,400,1.0129640102386475,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
14,,,,5,step,,,,,500,0.9632673263549805,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
17,,,,6,step,,,,,600,0.8697342872619629,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.6963,0.8603273742675781,21.770367187913507,7,bin,14252.101113951128,0.03446874595339419,14854.036195348805,0.12494845360824743,606,,1.236913245503265,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.6963,0.8603273742675781
20,,,,7,step,,,,,700,0.8069310784339905,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
23,,,,8,step,,,,,800,0.850299596786499,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
26,,,,9,step,,,,,900,0.7501911520957947,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
29,,,,10,step,,,,,1000,0.723533570766449,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
32,,,,11,step,,,,,1100,0.6627185344696045,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
35,,,,12,step,,,,,1200,0.6530154943466187,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.787,0.6193417083740235,42.787274749949574,13,bin,14763.119461075494,0.03376004257025781,15008.327454693454,0.24989690721649485,1212,,0.7363119136185536,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.787,0.6193417083740235
38,,,,13,step,,,,,1300,0.6164118051528931,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
41,,,,14,step,,,,,1400,0.5204820036888123,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
44,,,,15,step,,,,,1500,0.5383297204971313,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
47,,,,16,step,,,,,1600,0.5223555564880371,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
50,,,,17,step,,,,,1700,0.46847113966941833,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
53,,,,18,step,,,,,1800,0.4958091974258423,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.8107,0.5415091369628906,63.94098578195553,19,bin,14691.774381858115,0.03389236314185393,15040.994415187359,0.3750515463917526,1819,,0.5454572320868195,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.8107,0.5415091369628906
56,,,,19,step,,,,,1900,0.4592638611793518,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
59,,,,20,step,,,,,2000,0.4514055848121643,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
62,,,,21,step,,,,,2100,0.45446881651878357,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
65,,,,22,step,,,,,2200,0.3817976713180542,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
68,,,,23,step,,,,,2300,0.4341987073421478,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
71,,,,24,step,,,,,2400,0.3552074730396271,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.845,0.44493320007324216,85.11441081296653,25,bin,14653.917763688154,0.03398411981523246,15047.200615318548,0.5,2425,,0.44209891503596854,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.845,0.44493320007324216
74,,,,25,step,,,,,2500,0.4725196361541748,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
77,,,,26,step,,,,,2600,0.3884860575199127,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
80,,,,27,step,,,,,2700,0.424210786819458,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
83,,,,28,step,,,,,2800,0.40521636605262756,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
86,,,,29,step,,,,,2900,0.47281548380851746,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
89,,,,30,step,,,,,3000,0.35379064083099365,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.8574,0.42996425018310547,106.416002437938,32,bin,14565.753169219372,0.034135600138169776,15037.53969739704,0.6249484536082475,3031,,0.3688149965143833,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.8574,0.42996425018310547
92,,,,31,step,,,,,3100,0.3858780860900879,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
95,,,,32,step,,,,,3200,0.32713451981544495,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
1,,,,34,step,,,,,3300,0.2867807447910309,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
4,,,,35,step,,,,,3400,0.25145459175109863,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
7,,,,36,step,,,,,3500,0.29720285534858704,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
10,,,,37,step,,,,,3600,0.28370726108551025,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.8619,0.40855616455078125,127.8241419789847,38,bin,14517.172462138795,0.034285899836652874,15020.03826655375,0.7501030927835052,3638,,0.3181112289085027,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.8619,0.40855616455078125
13,,,,38,step,,,,,3700,0.20466631650924683,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
16,,,,39,step,,,,,3800,0.265020489692688,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
19,,,,40,step,,,,,3900,0.27539604902267456,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
22,,,,41,step,,,,,4000,0.1970635950565338,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
25,,,,42,step,,,,,4100,0.2944437563419342,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
28,,,,43,step,,,,,4200,0.20700742304325104,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.8643,0.40855616455078125,149.23243836301845,44,bin,14493.143865906608,0.03439747276769724,15000.579512821589,0.8750515463917525,4244,,0.2761759038264602,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.8643,0.41986601791381833
31,,,,44,step,,,,,4300,0.22773529589176178,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
34,,,,45,step,,,,,4400,0.25071218609809875,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
37,,,,46,step,,,,,4500,0.2580791711807251,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
40,,,,47,step,,,,,4600,0.24214677512645721,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
43,,,,48,step,,,,,4700,0.28582918643951416,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
46,,,,49,step,,,,,4800,0.2215338945388794,,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.8716,0.40357578887939455,170.51055065495893,50,bin,14581.809971573733,0.0342045069256069,14996.599784986125,1.0,4850,,0.24637215732052775,row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.8716,0.40357578887939455
2,,,,1,step,,,,,100,1.3981304168701172,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
5,,,,2,step,,,,,200,1.2946529388427734,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
8,,,,3,step,,,,,300,1.1959762573242188,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
11,,,,4,step,,,,,400,1.0556590557098389,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
14,,,,5,step,,,,,500,1.0572772026062012,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
17,,,,6,step,,,,,600,0.878212571144104,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.693,0.8737547424316406,22.05474055407103,7,bin,14068.350362988582,0.034816582164867,14705.6364572354,0.12494845360824743,606,,1.2589419399551038,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.693,0.8737547424316406
20,,,,7,step,,,,,700,0.8040900230407715,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
23,,,,8,step,,,,,800,0.8163996934890747,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
26,,,,9,step,,,,,900,0.7613988518714905,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
29,,,,10,step,,,,,1000,0.7509670257568359,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
32,,,,11,step,,,,,1100,0.6526060104370117,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
35,,,,12,step,,,,,1200,0.6387413740158081,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.7861,0.6173049652099609,43.24255631107371,13,bin,14644.031719098075,0.03404610440720537,14870.172091358525,0.24989690721649485,1212,,0.7547193883669259,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.7861,0.6173049652099609
38,,,,13,step,,,,,1300,0.5964232683181763,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
41,,,,14,step,,,,,1400,0.4963771104812622,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
44,,,,15,step,,,,,1500,0.4884055256843567,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
47,,,,16,step,,,,,1600,0.5435677170753479,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
50,,,,17,step,,,,,1700,0.5464150309562683,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
53,,,,18,step,,,,,1800,0.5283710956573486,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.8225,0.5161262283325195,64.47561562398914,19,bin,14636.874724695264,0.03406068037495729,14923.78385674117,0.3750515463917526,1819,,0.5480859511373856,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.8225,0.5161262283325195
56,,,,19,step,,,,,1900,0.4533158540725708,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
59,,,,20,step,,,,,2000,0.40521004796028137,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
62,,,,21,step,,,,,2100,0.4549085199832916,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
65,,,,22,step,,,,,2200,0.3924540877342224,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
68,,,,23,step,,,,,2300,0.4306553304195404,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
71,,,,24,step,,,,,2400,0.3758220076560974,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.8415,0.4626641845703125,85.72433770506177,25,bin,14601.993345685563,0.03416052916227062,14939.79409970228,0.5,2425,,0.44090212635671344,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.8415,0.4626641845703125
74,,,,25,step,,,,,2500,0.4723578095436096,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
77,,,,26,step,,,,,2600,0.3604012727737427,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
80,,,,27,step,,,,,2700,0.41044679284095764,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
83,,,,28,step,,,,,2800,0.39348289370536804,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
86,,,,29,step,,,,,2900,0.42592254281044006,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
89,,,,30,step,,,,,3000,0.31730806827545166,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.8478,0.4559207580566406,107.10717068705708,32,bin,14510.408483942403,0.034308943950122364,14936.477905142008,0.6249484536082475,3031,,0.36362589086734814,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.8478,0.4559207580566406
92,,,,31,step,,,,,3100,0.3425895571708679,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
95,,,,32,step,,,,,3200,0.2958401143550873,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
1,,,,34,step,,,,,3300,0.30567076802253723,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
4,,,,35,step,,,,,3400,0.29211506247520447,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
7,,,,36,step,,,,,3500,0.317057728767395,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
10,,,,37,step,,,,,3600,0.26385509967803955,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
,0.8625,0.4272307693481445,128.5624347270932,38,bin,14485.284458592077,0.03441893626035144,14926.274458517877,0.7501030927835052,3638,,0.307431841922749,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,0.8625,0.4272307693481445
13,,,,38,step,,,,,3700,0.20059509575366974,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
16,,,,39,step,,,,,3800,0.23890981078147888,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
19,,,,40,step,,,,,3900,0.24484258890151978,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
22,,,,41,step,,,,,4000,0.19242000579833984,,row_noaspect_mlr0.008_rg0.35_cg0.05_nb0.93,,
