batch,best_val_accuracy,best_val_loss,elapsed_s,epoch,event,examples_per_s_interval,mean_step_s_interval,overall_examples_per_s,progress,step,train_loss,train_loss_interval,trial,val_accuracy,val_loss
,0.8141,0.5494503051757812,65.37616451003123,19,bin,14453.89325344293,0.034457862637998445,14728.653572471712,0.3750515463917526,1819,,0.5422764741117518,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,0.8141,0.5494503051757812
56,,,,19,step,,,,,1900,0.5163075923919678,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
59,,,,20,step,,,,,2000,0.5222024321556091,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
62,,,,21,step,,,,,2100,0.450531929731369,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
65,,,,22,step,,,,,2200,0.41373032331466675,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
68,,,,23,step,,,,,2300,0.4244805574417114,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
71,,,,24,step,,,,,2400,0.43470868468284607,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
,0.8362,0.4722812507629395,86.64268205000553,25,bin,14589.764466241659,0.03415351722308007,14793.381694559268,0.5,2425,,0.4385613606806242,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,0.8362,0.4722812507629395
74,,,,25,step,,,,,2500,0.4415021240711212,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
77,,,,26,step,,,,,2600,0.3935413062572479,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
80,,,,27,step,,,,,2700,0.3976273834705353,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
83,,,,28,step,,,,,2800,0.4237646758556366,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
86,,,,29,step,,,,,2900,0.4255819618701935,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
89,,,,30,step,,,,,3000,0.32458680868148804,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
,0.857,0.4326666786193848,107.97517260198947,32,bin,14544.665221636918,0.03418644435535471,14829.672755472033,0.6249484536082475,3031,,0.3655163301247181,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,0.857,0.4326666786193848
92,,,,31,step,,,,,3100,0.36849042773246765,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
95,,,,32,step,,,,,3200,0.33080604672431946,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
1,,,,34,step,,,,,3300,0.3002811372280121,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
4,,,,35,step,,,,,3400,0.2687295079231262,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
7,,,,36,step,,,,,3500,0.26231494545936584,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
10,,,,37,step,,,,,3600,0.2601308524608612,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
,0.8605,0.4326666786193848,129.28710459801368,38,bin,14582.699313973802,0.03416844326741932,14855.29711611466,0.7501030927835052,3638,,0.3145240860234768,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,0.8605,0.4351912094116211
13,,,,38,step,,,,,3700,0.23700343072414398,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
16,,,,39,step,,,,,3800,0.2707780599594116,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
19,,,,40,step,,,,,3900,0.3390081524848938,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
22,,,,41,step,,,,,4000,0.1982775181531906,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
25,,,,42,step,,,,,4100,0.2213825285434723,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
28,,,,43,step,,,,,4200,0.19082853198051453,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
,0.8624,0.43238725128173827,150.56353768496774,44,bin,14583.017026117352,0.0341887397304709,14872.369523830204,0.8750515463917525,4244,,0.27560328746294427,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,0.8624,0.43238725128173827
31,,,,44,step,,,,,4300,0.29023727774620056,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
34,,,,45,step,,,,,4400,0.2430778592824936,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
37,,,,46,step,,,,,4500,0.24434751272201538,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
40,,,,47,step,,,,,4600,0.1856793761253357,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
43,,,,48,step,,,,,4700,0.27901411056518555,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
46,,,,49,step,,,,,4800,0.2720157504081726,,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,,
,0.8746,0.4028522705078125,171.7431135639781,50,bin,14649.659182727612,0.034021150246423916,14894.268743968634,1.0,4850,,0.24430229155832392,orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,0.8746,0.4028522705078125
2,,,,1,step,,,,,100,1.443532943725586,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
5,,,,2,step,,,,,200,1.3363628387451172,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
8,,,,3,step,,,,,300,1.1343860626220703,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
11,,,,4,step,,,,,400,1.072920560836792,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
14,,,,5,step,,,,,500,0.9922163486480713,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
17,,,,6,step,,,,,600,0.8610605597496033,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
,0.72,0.800217333984375,22.355671277968213,7,bin,13878.973291780574,0.03541024363497518,14459.092834207178,0.12494845360824743,606,,1.2323361446361731,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,0.72,0.800217333984375
20,,,,7,step,,,,,700,0.7551249265670776,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
23,,,,8,step,,,,,800,0.6953697800636292,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
26,,,,9,step,,,,,900,0.6498978137969971,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
29,,,,10,step,,,,,1000,0.684062123298645,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
32,,,,11,step,,,,,1100,0.636741042137146,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
35,,,,12,step,,,,,1200,0.6743805408477783,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
,0.7885,0.6088427169799805,44.410675231018104,13,bin,14068.219960309585,0.03547223503417074,14446.447404578867,0.24989690721649485,1212,,0.7168818511585198,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,0.7885,0.6088427169799805
38,,,,13,step,,,,,1300,0.6013470888137817,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
41,,,,14,step,,,,,1400,0.5985170602798462,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
44,,,,15,step,,,,,1500,0.5543020367622375,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
47,,,,16,step,,,,,1600,0.5748984217643738,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
50,,,,17,step,,,,,1700,0.5221275687217712,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
53,,,,18,step,,,,,1800,0.42634665966033936,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
,0.8121,0.5488282470703125,66.17345053399913,19,bin,14280.598607112945,0.03495054524388054,14513.502246684422,0.3750515463917526,1819,,0.5441972660468477,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,0.8121,0.5488282470703125
56,,,,19,step,,,,,1900,0.5387795567512512,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
59,,,,20,step,,,,,2000,0.5667080879211426,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
62,,,,21,step,,,,,2100,0.42806994915008545,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
65,,,,22,step,,,,,2200,0.45781445503234863,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
68,,,,23,step,,,,,2300,0.4331839084625244,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
71,,,,24,step,,,,,2400,0.4626472592353821,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
,0.8425,0.46201693267822264,87.77496707695536,25,bin,14363.501444039252,0.034686769755509536,14574.489895382243,0.5,2425,,0.44692467266183483,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,0.8425,0.46201693267822264
74,,,,25,step,,,,,2500,0.445878803730011,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
77,,,,26,step,,,,,2600,0.4397176206111908,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
80,,,,27,step,,,,,2700,0.3689638674259186,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
83,,,,28,step,,,,,2800,0.43961071968078613,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
86,,,,29,step,,,,,2900,0.40126821398735046,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
89,,,,30,step,,,,,3000,0.3982844352722168,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
,0.8515,0.4489292434692383,109.50006105098873,32,bin,14287.975018242016,0.03480096660011137,14601.82315304625,0.6249484536082475,3031,,0.3704735901046901,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,0.8515,0.4489292434692383
92,,,,31,step,,,,,3100,0.3665590286254883,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
95,,,,32,step,,,,,3200,0.2825510501861572,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
1,,,,34,step,,,,,3300,0.31428247690200806,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
4,,,,35,step,,,,,3400,0.2707534730434418,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
7,,,,36,step,,,,,3500,0.2795562446117401,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
10,,,,37,step,,,,,3600,0.24600154161453247,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
,0.8533,0.4489292434692383,131.12454789096955,38,bin,14371.921583319181,0.034640860497181285,14631.290898701625,0.7501030927835052,3638,,0.3201706171330353,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,0.8533,0.45082940521240233
13,,,,38,step,,,,,3700,0.2687032222747803,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
16,,,,39,step,,,,,3800,0.25459063053131104,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
19,,,,40,step,,,,,3900,0.31785881519317627,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
22,,,,41,step,,,,,4000,0.2407786250114441,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
25,,,,42,step,,,,,4100,0.21086344122886658,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
28,,,,43,step,,,,,4200,0.22653816640377045,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
,0.8681,0.40243229064941405,152.6042807189515,44,bin,14444.943560945097,0.03444746661129816,14663.962938041863,0.8750515463917525,4244,,0.27792870501677197,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,0.8681,0.40243229064941405
31,,,,44,step,,,,,4300,0.2714918851852417,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
34,,,,45,step,,,,,4400,0.22154857218265533,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
37,,,,46,step,,,,,4500,0.2962374687194824,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
40,,,,47,step,,,,,4600,0.237770214676857,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
43,,,,48,step,,,,,4700,0.3020439147949219,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
46,,,,49,step,,,,,4800,0.30674588680267334,,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
,0.8722,0.40243229064941405,173.95743341103662,50,bin,14530.562937037876,0.03433090992092859,14694.705848784322,1.0,4850,,0.2451723646556977,orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,0.8722,0.40386224060058595
2,,,,1,step,,,,,100,1.4046707153320312,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
5,,,,2,step,,,,,200,1.2618141174316406,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
8,,,,3,step,,,,,300,1.2576994895935059,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
11,,,,4,step,,,,,400,1.1384673118591309,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
14,,,,5,step,,,,,500,0.964972734451294,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
17,,,,6,step,,,,,600,0.8711357116699219,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
,0.6965,0.8639465698242188,22.263000680948608,7,bin,13936.735977554616,0.035258629890281716,14521.26760436377,0.12494845360824743,606,,1.2541261441243363,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,0.6965,0.8639465698242188
20,,,,7,step,,,,,700,0.8541816473007202,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
23,,,,8,step,,,,,800,0.769327700138092,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
26,,,,9,step,,,,,900,0.6589885950088501,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
29,,,,10,step,,,,,1000,0.6883149743080139,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
32,,,,11,step,,,,,1100,0.618385374546051,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
35,,,,12,step,,,,,1200,0.6648107767105103,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
,0.7944,0.5990814575195312,43.95003565400839,13,bin,14306.922808874719,0.03484641133827578,14606.652846284476,0.24989690721649485,1212,,0.7353988864240867,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,0.7944,0.5990814575195312
38,,,,13,step,,,,,1300,0.6849765777587891,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
41,,,,14,step,,,,,1400,0.5583024024963379,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
44,,,,15,step,,,,,1500,0.5230692625045776,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
47,,,,16,step,,,,,1600,0.5109920501708984,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
50,,,,17,step,,,,,1700,0.532265305519104,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
53,,,,18,step,,,,,1800,0.41013044118881226,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
,0.7999,0.5813586502075195,65.77376962592825,19,bin,14240.715788433357,0.03499053931017169,14615.276761776498,0.3750515463917526,1819,,0.541646913847774,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,0.7999,0.5813586502075195
56,,,,19,step,,,,,1900,0.5859317779541016,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
59,,,,20,step,,,,,2000,0.5036517977714539,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
62,,,,21,step,,,,,2100,0.416729211807251,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
65,,,,22,step,,,,,2200,0.4502043128013611,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
68,,,,23,step,,,,,2300,0.4171863794326782,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
71,,,,24,step,,,,,2400,0.3989698588848114,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
,0.8393,0.47509583435058594,87.66011004697066,25,bin,14176.574848222976,0.035169431052582564,14600.945740166979,0.5,2425,,0.43239358549464263,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,0.8393,0.47509583435058594
74,,,,25,step,,,,,2500,0.37983548641204834,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
77,,,,26,step,,,,,2600,0.39093223214149475,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
80,,,,27,step,,,,,2700,0.3883016109466553,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
83,,,,28,step,,,,,2800,0.4386621415615082,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
86,,,,29,step,,,,,2900,0.409507155418396,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
89,,,,30,step,,,,,3000,0.25748053193092346,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
,0.8479,0.4695609878540039,109.69149214401841,32,bin,14083.249488373298,0.035279652439772456,14583.199451217499,0.6249484536082475,3031,,0.35448581181933775,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,0.8479,0.4695609878540039
92,,,,31,step,,,,,3100,0.30516839027404785,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
95,,,,32,step,,,,,3200,0.2903328537940979,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
1,,,,34,step,,,,,3300,0.2942347526550293,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
4,,,,35,step,,,,,3400,0.20195430517196655,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
7,,,,36,step,,,,,3500,0.2588411569595337,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
10,,,,37,step,,,,,3600,0.2550233006477356,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
,0.8565,0.4445192749023438,131.66439595399424,38,bin,14150.059504332487,0.03521934539885943,14575.548666447667,0.7501030927835052,3638,,0.30193477027007737,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,0.8565,0.4445192749023438
13,,,,38,step,,,,,3700,0.2732965350151062,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
16,,,,39,step,,,,,3800,0.2646397352218628,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
19,,,,40,step,,,,,3900,0.29247239232063293,,orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,,
