amuse,avg_step_ms,best_val_acc,best_val_loss,col_gamma,elapsed_sec,epoch,examples_per_sec,gpu,lr,lr_schedule,max_memory_mb,mimuon,mimuon_mix,momentum,normuon,normuon_beta,opt_beta,opt_lr,opt_matrix_params,opt_mimuon_params,opt_normuon_params,opt_params,opt_step,opt_sync_diagnostics,optimizer,overall_examples_per_sec,pmuon_beta,pmuon_eq,row_gamma,seed,soda,step,step_timing,torch,train_acc,train_loss,trial,type,val_acc,val_loss,weight_decay
True,11.6384441893759,80.03,0.6135981132507324,0.0,68.43043030204717,49,39047.092808667876,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.004,cosine,1124.625,False,0.85,0.95,False,0.95,,,,,,,,,adamw,43992.13431528733,0.95,True,0.2,123,matrix,4850,cpu_launch_unsynchronized,2.13.0.dev20260506+cu130,85.68178157216495,0.3986427034299398,final_adamw_adamw_cosine_lr0.004_wd0.001_seed123,epoch,79.52,0.6286468677520752,0.001
True,11.660762587466191,80.05,0.6112153835296631,0.0,68.13903844007291,49,38050.226997635866,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.004,cosine,1124.625,False,0.85,0.95,False,0.95,,,,,,,,,adamw,43907.93450767394,0.95,True,0.2,456,matrix,4850,cpu_launch_unsynchronized,2.13.0.dev20260506+cu130,85.65963273195877,0.40473476605317027,final_adamw_adamw_cosine_lr0.004_wd0.001_seed456,epoch,79.7,0.625280655002594,0.001
True,11.337490722815478,79.81,0.6016494285583496,0.0,67.1668603430735,49,35881.06037749481,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.004,cosine,1124.625,False,0.85,0.95,False,0.95,,,,,,,,,adamw,45159.90464888806,0.95,True,0.2,789,matrix,4850,cpu_launch_unsynchronized,2.13.0.dev20260506+cu130,84.8683150773196,0.4229817651596266,final_adamw_adamw_cosine_lr0.004_wd0.001_seed789,epoch,79.76,0.6090769232749939,0.001
False,20.227643514829737,86.01,0.410838747882843,0.0,109.26135550800245,49,24296.921258221773,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,cosine,1126.43212890625,False,0.85,0.95,True,0.95,1.0,0.008,18.0,0.0,18.0,60.0,4850.0,0.0,anchormuon,25311.895556426593,0.9,True,0.3,123,all,4850,cpu_launch_unsynchronized,2.13.0.dev20260506+cu130,87.54631121134021,0.3474337410988267,final_anchormuon_normuon_normuon_mlr0.008_rg0.3_cg0_mom0.95_pb0.9_nb0.95_seed123,epoch,86.01,0.416259873008728,0.05
False,19.95645088006829,86.23,0.4105212112903595,0.0,108.12125243293121,49,22853.265690056207,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,cosine,1126.43212890625,False,0.85,0.95,True,0.95,1.0,0.008,18.0,0.0,18.0,60.0,4850.0,0.0,anchormuon,25655.864516038037,0.9,True,0.3,456,all,4850,cpu_launch_unsynchronized,2.13.0.dev20260506+cu130,87.74363724226804,0.34646651763276953,final_anchormuon_normuon_normuon_mlr0.008_rg0.3_cg0_mom0.95_pb0.9_nb0.95_seed456,epoch,86.01,0.41733519105911254,0.05
False,19.49727672728297,85.76,0.41378618798255923,0.0,105.63515801297035,49,24841.776419630616,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,cosine,1126.43212890625,False,0.85,0.95,True,0.95,1.0,0.008,18.0,0.0,18.0,60.0,4850.0,0.0,anchormuon,26260.077607840845,0.9,True,0.3,789,all,4850,cpu_launch_unsynchronized,2.13.0.dev20260506+cu130,87.62483891752578,0.3505098503275016,final_anchormuon_normuon_normuon_mlr0.008_rg0.3_cg0_mom0.95_pb0.9_nb0.95_seed789,epoch,85.76,0.4243791573524475,0.05
