type,trial,epoch,step,batch,train_loss,lr,step_ms,step_timing,family,label,train_acc,val_loss,val_acc,best_val_acc,best_val_loss,examples_per_sec,max_memory_mb,progress,interval_examples_per_sec,interval_avg_step_ms,overall_examples_per_sec,elapsed_wall_sec,opt_matrix_count,opt_fallback_count,opt_group_count,opt_soda_weight,opt_step,opt_lr,opt_beta,opt_params,opt_matrix_params,opt_gram_params,opt_mimuon_params,opt_normuon_params,opt_normuon_aspect_params,opt_sync_diagnostics
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,14,1275,57.0,0.8996323347091675,0.0033479753155987776,11.475102975964546,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,14,1300,82.0,0.8137712478637695,0.0033222816433457207,10.512197972275317,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,14,1305,,0.8807094001221931,,,cuda_synchronized,adamw,AdamW cosine,68.34141522988506,0.8184357369422912,70.04,70.04,0.8184357369422912,40382.068068758366,1124.625,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,15,1325,20.0,0.9160065054893494,0.003296208294670858,13.19383701775223,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,15,1350,45.0,0.8498132228851318,0.003269764090386496,17.030612914822996,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,15,1375,70.0,0.8044095039367676,0.0032429579767682144,10.085158050060272,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,15,1392,,0.8562132229750183,,,cuda_synchronized,adamw,AdamW cosine,69.15184985632185,0.7964890935897827,71.14,71.14,0.7964890935897827,38438.843211754654,1124.625,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,16,1400,8.0,0.8631304502487183,0.003215799022528276,11.193263926543295,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,16,1425,33.0,0.752678394317627,0.0031882964157476114,11.358925956301391,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,16,1450,58.0,0.8023475408554077,0.0031604594607674203,10.653352946974337,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,16,1475,83.0,0.8433670997619629,0.003132297575041444,9.992748033255339,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,16,1479,,0.8231407177859339,,,cuda_synchronized,adamw,AdamW cosine,70.6402658045977,0.7929995803833008,71.5,71.5,0.7929995803833008,42464.14616458711,1124.625,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,17,1500,21.0,0.7621420621871948,0.0031038202859499696,11.12341694533825,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,17,1525,46.0,0.8423008918762207,0.00307503722757664,12.119421968236566,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,17,1550,71.0,0.849850058555603,0.0030459581374491763,11.654225061647594,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,17,1566,,0.8086133982943392,,,cuda_synchronized,adamw,AdamW cosine,71.10272988505747,0.7386164853096008,73.4,73.4,0.7386164853096008,40001.22640297937,1124.625,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,18,1575,9.0,0.8336753845214844,0.0030165928532450937,13.980161980725825,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,18,1600,34.0,0.8165843486785889,0.0029869513094635427,11.712072999216616,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,18,1625,59.0,0.7556571960449219,0.0029570435340643903,11.53094694018364,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
bin,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,18,1631,,0.8527095821680943,,,cuda_synchronized,adamw,AdamW cosine,,0.7553500368118287,72.8,73.4,0.7386164853096008,,1124.625,0.37494252873563216,37840.879775949354,11.805495796519336,42446.069139197636,23.3377269069897,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,18,1650,84.0,0.7643965482711792,0.0029268796450756876,9.966087993234396,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,18,1653,,0.7840803553318155,,,cuda_synchronized,adamw,AdamW cosine,71.82561063218391,0.7544603533744813,73.26,73.4,0.7386164853096008,38222.87923120444,1124.625,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,19,1675,22.0,0.7193596363067627,0.0028964698471706605,11.14987803157419,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,19,1700,47.0,0.811677098274231,0.0028658244282153958,11.290692025795579,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,19,1725,72.0,0.7813950777053833,0.002834953755788371,10.48226305283606,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,19,1740,,0.7691588785456515,,,cuda_synchronized,adamw,AdamW cosine,72.3913433908046,0.7393333301544189,73.62,73.62,0.7386164853096008,43290.27034800395,1124.625,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,20,1750,10.0,0.8081242442131042,0.0028038682736730306,10.876392014324665,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,20,1775,35.0,0.6498477458953857,0.002772578498324571,10.918115032836795,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,20,1800,60.0,0.731779932975769,0.0027410950153121437,10.348440031521022,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,20,1825,85.0,0.7227945327758789,0.002709428475737678,9.964194963686168,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,20,1827,,0.7432171339276193,,,cuda_synchronized,adamw,AdamW cosine,73.34545617816092,0.7170159285545349,75.3,75.3,0.7170159285545349,43174.75324025265,1124.625,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,21,1850,23.0,0.8465665578842163,0.0026775895926325296,10.805494035594165,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,21,1875,48.0,0.7020922303199768,0.0026455891373331846,10.569936013780534,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,21,1900,73.0,0.7514762282371521,0.0026134379358372325,11.112640961073339,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,21,1914,,0.7277204401191624,,,cuda_synchronized,adamw,AdamW cosine,73.7720007183908,0.7113280532836914,74.88,75.3,0.7113280532836914,43261.2799904634,1124.625,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,22,1925,11.0,0.6983250379562378,0.0025811468651408443,11.882251943461597,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,22,1950,36.0,0.7386472225189209,0.0025487268495590115,12.2605370124802,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
step,final_adamw_adamw_cosine_lr0.004_wd0.001_seed131415,22,1975,61.0,0.6924547553062439,0.002516188857029758,12.640153989195824,cuda_synchronized,adamw,AdamW cosine,,,,,,,,,,,,,,,,,,,,,,,,,,
