amuse,avg_step_ms,best_val_acc,best_val_loss,col_gamma,elapsed_sec,epoch,examples_per_sec,gpu,lr,lr_schedule,max_memory_mb,mimuon,mimuon_mix,momentum,normuon,normuon_aspect_scale,normuon_beta,opt_fallback_count,opt_group_count,opt_matrix_count,opt_soda_weight,optimizer,overall_examples_per_sec,pmuon_beta,pmuon_eq,root_grouping,root_normuon_mode,row_gamma,seed,soda,split_seed,step,step_timing,test_acc,test_examples,test_loss,torch,train_acc,train_examples,train_loss,train_val_size,trial,type,val_acc,val_examples,val_loss,val_source,weight_decay
True,11.459302935513785,79.64,0.5998214288234711,0.0,59.09323195903562,49,39941.86858313506,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.004,cosine,1124.625,False,0.85,0.95,False,False,0.95,,,,,adamw,44679.85556200362,0.95,True,anchor,row,0.2,123,matrix,12345,4350,cpu_launch_unsynchronized,79.55,10000,0.6240114168167115,2.13.0.dev20260506+cu130,84.8419540229885,45000,0.42073983125302983,5000,adamw_cosine_lr0.004_wd0.001,epoch,79.62,5000,0.6132732280254364,train_split,0.001
False,16.853374649727737,86.3,0.3997556399822235,0.0,81.66746211703867,49,29664.165682945913,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,cosine,1124.677734375,False,0.85,0.95,True,False,0.93,40.0,2.0,20.0,0.00022983222247759135,root,30379.67235886916,0.9,True,named,row,0.35,123,all,12345,4350,cpu_launch_unsynchronized,85.73,10000,0.43890234107971193,2.13.0.dev20260506+cu130,87.78960129310344,45000,0.344651453453919,5000,root_row_named_soda_mlr0.008_rg0.35_pb0.9_nb0.93,epoch,85.84,5000,0.4144825682640076,train_split,0.05
