best_val_acc,best_val_loss,cuda,dataset,ema_beta,ema_gamma,ema_rest_frac,ema_warmup_frac,eval_every,fallback_lr_mult,fallback_mode,family,final_lr_scale,final_train_loss,final_val_acc,final_val_loss,gpu_name,lr,mean_step_time_ms,median_step_time_ms,name,normuon_beta2,param_count,pmuoneq_beta,row_gamma,seed,soda_lambda_power,soda_lambda_scale,steps,tokens_per_sec,torch,train_bytes,val_bytes,wall_time_sec,warmup_steps,weight_decay,wsd_decay_frac
0.5490798950195312,1.5196762569248676,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train,0.0,0.99,0.2,0.3,200,0.5,atan2,adamw,0.1,1.6685233116149902,0.5490798950195312,1.5196762569248676,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0003,9.986126604586994,9.83348599402234,fineweb_adamw_lr0.0003,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,410169.0437329882,2.13.0.dev20260506+cu130,268435456,4194304,12.539788978057913,100,0.05,0.2
0.583404541015625,1.3896958157420158,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train,0.0,0.99,0.2,0.3,200,1.0,rms,anchormuon,0.1,1.5435445308685303,0.583404541015625,1.3896958157420158,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0012,14.834985198976938,14.526598970405757,fineweb_anchor_best_lr0.0012_rg0.45_soda0.003_pb0.9_nb0.93_flr1_rms,0.93,49424640,0.9,0.45,123,1.0,0.003,1200,276104.08403255243,2.13.0.dev20260506+cu130,268435456,4194304,18.352914615999907,100,0.05,0.2
0.5483245849609375,1.5225464925169945,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train,0.0,0.99,0.2,0.3,200,0.5,atan2,adamatan2,0.1,1.6716289520263672,0.5483245849609375,1.5225464925169945,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0003,10.259265953403277,10.10353199671954,fineweb_adamatan2_lr0.0003,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,399248.8369639395,2.13.0.dev20260506+cu130,268435456,4194304,12.872724049957469,100,0.05,0.2
0.552093505859375,1.5101848430931568,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train,0.0,0.99,0.2,0.3,200,0.5,atan2,adamw,0.1,1.666811466217041,0.552093505859375,1.5101848430931568,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0004,9.980703169324746,9.814637014642358,fineweb_adamw_lr0.0004,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,410391.9263513293,2.13.0.dev20260506+cu130,268435456,4194304,12.542897757026367,100,0.05,0.2
0.5518875122070312,1.5106055401265621,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train,0.0,0.99,0.2,0.3,200,0.5,atan2,adamatan2,0.1,1.670175552368164,0.5518875122070312,1.5106055401265621,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0004,10.291825188129831,10.138008976355195,fineweb_adamatan2_lr0.0004,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,397985.7727008576,2.13.0.dev20260506+cu130,268435456,4194304,12.912546882987954,100,0.05,0.2
0.549957275390625,1.5133536532521248,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train,0.0,0.99,0.2,0.3,200,0.5,atan2,adamw,0.1,1.6719324588775635,0.549957275390625,1.5133536532521248,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0005,9.984770625596866,9.825087967328727,fineweb_adamw_lr0.0005,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,410224.74662557914,2.13.0.dev20260506+cu130,268435456,4194304,12.54445356503129,100,0.05,0.2
0.5500030517578125,1.5144664868712425,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train,0.0,0.99,0.2,0.3,200,0.5,atan2,adamatan2,0.1,1.6621942520141602,0.5500030517578125,1.5144664868712425,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0005,10.317100773972925,10.164172970689833,fineweb_adamatan2_lr0.0005,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,397010.75813207414,2.13.0.dev20260506+cu130,268435456,4194304,12.945626933011226,100,0.05,0.2
0.5810699462890625,1.3958830311894417,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train,0.0,0.99,0.2,0.3,200,0.5,atan2,muon,0.1,1.544428825378418,0.5810699462890625,1.3958830311894417,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,16.9035620650781,16.6838705772534,fineweb_muon_lr0.001,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,242315.7902595056,2.13.0.dev20260506+cu130,268435456,4194304,20.837662913952954,100,0.05,0.2
0.5820083618164062,1.39440743252635,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train,0.0,0.99,0.2,0.3,200,0.5,atan2,muon,0.1,1.549209475517273,0.5820083618164062,1.39440743252635,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0011,17.043822039850056,16.84277202002704,fineweb_muon_lr0.0011,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,240321.6831543516,2.13.0.dev20260506+cu130,268435456,4194304,21.012031681020744,100,0.05,0.2
0.5828704833984375,1.3953730389475822,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train,0.0,0.99,0.2,0.3,200,0.5,atan2,muon,0.1,1.5465221405029297,0.5828704833984375,1.3953730389475822,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0012,16.92167650626895,16.70986949466169,fineweb_muon_lr0.0012,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,242056.39426345026,2.13.0.dev20260506+cu130,268435456,4194304,20.861025249003433,100,0.05,0.2
