best_val_acc,best_val_loss,cuda,dataset,ema_beta,ema_gamma,ema_rest_frac,ema_warmup_frac,eval_every,fallback_lr_mult,fallback_mode,family,final_full_eval_batches,final_full_val_acc,final_full_val_loss,final_lr_scale,final_train_loss,final_val_acc,final_val_loss,gpu_name,lr,mean_step_time_ms,median_step_time_ms,muown_mag_lr_mult,name,normuon_beta2,pace_beta2,pace_c,pace_kappa,pace_precond,pace_update_freq,param_count,pmuoneq_beta,row_gamma,seed,soda_lambda_power,soda_lambda_scale,steps,tokenizer_mode,tokenizer_name,tokens_per_sec,torch,train_bytes,train_tokens,val_bytes,val_tokens,vocab_size,wall_time_sec,warmup_steps,weight_decay,wsd_decay_frac
0.2555999755859375,4.815662711858749,12.9,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,1000,0.5,atan2,pace_muon,256,0.25779247283935547,4.8835420943796635,0.1,3.7014050483703613,0.2555999755859375,4.8205306828022,NVIDIA GeForce RTX 5090,0.0016,26.048013738472946,26.018952998128952,1.0,final_pace_muon_row_lr0.0016_c0.003_k0.5,0.93,0.999,0.003,0.5,row,1,51045888,0.9,0.25,123,1.0,1.0,8000,hf,gpt2,157248.07431094846,2.9.0.dev20250806+cu129,0,8000000,0,524288,50257,211.19084361999558,100,0.05,0.2
0.254852294921875,4.816470563411713,12.9,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,1000,0.5,atan2,pace_muon,256,0.2567262649536133,4.882565112784505,0.1,3.7151265144348145,0.254852294921875,4.818215221166611,NVIDIA GeForce RTX 5090,0.0016,27.109184496005582,27.059047999500763,1.0,final_pace_muon_adam_lr0.0016_c0.003_k0.5,0.93,0.999,0.003,0.5,adam,1,51045888,0.9,0.25,123,1.0,1.0,8000,hf,gpt2,151092.70441549164,2.9.0.dev20250806+cu129,0,8000000,0,524288,50257,219.67700145400158,100,0.05,0.2
0.2528839111328125,4.829610526561737,12.9,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,1000,0.5,atan2,pace_muon,256,0.2559986114501953,4.892246937379241,0.1,3.7621283531188965,0.2528839111328125,4.8344641625881195,NVIDIA GeForce RTX 5090,0.0016,26.054342402351722,26.025329003459774,1.0,final_pace_muon_row_lr0.0016_c0.01_k0.5,0.93,0.999,0.01,0.5,row,1,51045888,0.9,0.25,123,1.0,1.0,8000,hf,gpt2,157209.87836677412,2.9.0.dev20250806+cu129,0,8000000,0,524288,50257,211.24665041700064,100,0.05,0.2
0.25250244140625,4.844723492860794,12.9,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,1000,0.5,atan2,pace_muon,256,0.25455188751220703,4.9063927587121725,0.1,3.8509950637817383,0.25250244140625,4.844723492860794,NVIDIA GeForce RTX 5090,0.0016,25.823819349134283,25.771896001970163,1.0,final_pace_muon_row_lr0.0016_c0.03_k0.5,0.93,0.999,0.03,0.5,row,1,51045888,0.9,0.25,123,1.0,1.0,8000,hf,gpt2,158613.25331557952,2.9.0.dev20250806+cu129,0,8000000,0,524288,50257,209.38029709400143,100,0.05,0.2
0.255859375,4.821179151535034,12.9,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,1000,0.5,atan2,pace_muon,256,0.25714588165283203,4.889058664441109,0.1,3.651829242706299,0.255859375,4.828131258487701,NVIDIA GeForce RTX 5090,0.0016,25.399624666228192,25.37458299775608,1.0,final_pace_muon_scalar_lr0.0016_c0.003_k0.5,0.93,0.999,0.003,0.5,scalar,1,51045888,0.9,0.25,123,1.0,1.0,8000,hf,gpt2,161262.22547871413,2.9.0.dev20250806+cu129,0,8000000,0,524288,50257,206.0094523680018,100,0.05,0.2
0.25567626953125,4.818650901317596,12.9,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,1000,0.5,atan2,pace_muon,256,0.2574043273925781,4.885164828971028,0.1,3.659295082092285,0.25567626953125,4.829709887504578,NVIDIA GeForce RTX 5090,0.0016,25.19375945653701,25.176790997647913,1.0,final_pace_muon_scalar_lr0.0016_c0.03_k0.5,0.93,0.999,0.03,0.5,scalar,1,51045888,0.9,0.25,123,1.0,1.0,8000,hf,gpt2,162579.94393675984,2.9.0.dev20250806+cu129,0,8000000,0,524288,50257,204.35308762099885,100,0.05,0.2
0.2550811767578125,4.822570204734802,12.9,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,1000,0.5,atan2,pace_inject_muon,256,0.2570161819458008,4.888765940442681,0.1,3.6786856651306152,0.2550811767578125,4.825429171323776,NVIDIA GeForce RTX 5090,0.0016,27.5838349372234,27.54975499556167,1.0,final_pace_inject_lr0.0016_c0.01_k0.5,0.93,0.999,0.01,0.5,adam,1,51045888,0.9,0.25,123,1.0,1.0,8000,hf,gpt2,148492.76793172056,2.9.0.dev20250806+cu129,0,8000000,0,524288,50257,223.45214140100143,100,0.05,0.2
0.2537994384765625,4.820754140615463,12.9,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,1000,0.5,atan2,pace_inject_muon,256,0.25716114044189453,4.888669544830918,0.1,3.680294990539551,0.2537994384765625,4.826643705368042,NVIDIA GeForce RTX 5090,0.0016,27.540391893746346,27.49572500033537,1.0,final_pace_inject_lr0.0016_c0.03_k0.5,0.93,0.999,0.03,0.5,adam,1,51045888,0.9,0.25,123,1.0,1.0,8000,hf,gpt2,148727.00489531114,2.9.0.dev20250806+cu129,0,8000000,0,524288,50257,223.09918150000158,100,0.05,0.2
0.260711669921875,4.7230832278728485,12.9,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,1000,0.5,atan2,emaeval_muon,256,0.26235198974609375,4.804422052577138,0.1,3.68210768699646,0.2598724365234375,4.755156725645065,NVIDIA GeForce RTX 5090,0.0016,24.348638929018307,24.33853249749518,1.0,final_emaeval_muon_lr0.0016_k0.7,0.93,0.999,0.0,0.7,adam,1,51045888,0.9,0.25,123,1.0,1.0,8000,hf,gpt2,168222.95537507252,2.9.0.dev20250806+cu129,0,8000000,0,524288,50257,197.575410630001,100,0.05,0.2
0.2545013427734375,4.821872055530548,12.9,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,1000,0.5,atan2,pace_inject_muon,256,0.2567558288574219,4.888981621712446,0.1,3.7064132690429688,0.2545013427734375,4.83228987455368,NVIDIA GeForce RTX 5090,0.0016,27.70338791215272,27.650996500597103,1.0,final_pace_inject_lr0.0016_c0.1_k0.5,0.93,0.999,0.1,0.5,adam,1,51045888,0.9,0.25,123,1.0,1.0,8000,hf,gpt2,147851.95272825085,2.9.0.dev20250806+cu129,0,8000000,0,524288,50257,224.41999761000625,100,0.05,0.2
