amuse,avg_step_ms,best_val_acc,best_val_loss,col_gamma,elapsed_sec,epoch,examples_per_sec,fallback_beta1,fallback_beta2,fallback_inner_momentum,gpu,lr,lr_final_scale,lr_schedule,max_memory_mb,mimuon,mimuon_mix,momentum,normuon,normuon_aspect_scale,normuon_beta,opt_fallback_count,opt_group_count,opt_matrix_count,opt_soda_weight,optimizer,overall_examples_per_sec,pmuon_beta,pmuon_eq,root_grouping,root_normuon_mode,row_gamma,seed,sfplus_adamc_decay,sfplus_beta1,sfplus_beta1_anneal_steps,sfplus_beta1_max,sfplus_beta_anneal,sfplus_c_warmup,sfplus_c_warmup_enabled,sfplus_inner_momentum,sfplus_polyak,sfplus_polyak_beta,sfplus_r,sfplus_weight_lr_power,soda,split_seed,step,step_timing,test_examples,torch,train_acc,train_examples,train_loss,train_val_size,trial,type,val_acc,val_examples,val_loss,val_source,weight_decay,wsd_decay_frac
False,16.93310420275523,79.82,0.5620813467979431,0.0,20.20084548392333,11,28730.685140822,0.95,0.95,True,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,wsd,1124.677734375,False,0.85,0.95,True,False,0.93,40.0,2.0,20.0,0.0009569377990430622,root,30236.629614355712,0.9,True,named,row,0.4,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,77.8533584770115,45000,0.6270589157082569,5000,root_fim_wsd_lr0.012_rg0.4_pb0.9_nb0.93_fb0.95,epoch,79.82,5000,0.5620813467979431,train_split,0.05,0.2
False,17.056627124231273,79.64,0.5753977540969849,0.0,20.337549849995412,11,27602.41488775955,0.5,0.95,True,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,wsd,1124.677734375,False,0.85,0.95,True,False,0.93,40.0,2.0,20.0,0.0009569377990430622,root,30017.658020596224,0.9,True,named,row,0.35,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,77.42681393678161,45000,0.6417789753826185,5000,root_fim_wsd_lr0.014_rg0.35_pb0.9_nb0.93_fb0.5,epoch,79.64,5000,0.5753977540969849,train_split,0.05,0.2
False,17.018223805816923,79.64,0.5753977540969849,0.0,20.20442791795358,11,28148.019661401486,0.7,0.95,True,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,wsd,1124.677734375,False,0.85,0.95,True,False,0.93,40.0,2.0,20.0,0.0009569377990430622,root,30085.395858115087,0.9,True,named,row,0.35,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,77.42681393678161,45000,0.6417789753826185,5000,root_fim_wsd_lr0.014_rg0.35_pb0.9_nb0.93_fb0.7,epoch,79.64,5000,0.5753977540969849,train_split,0.05,0.2
False,17.164744597982786,80.18,0.5569037840366363,0.0,20.495966612012126,11,27369.948823297647,0.85,0.95,True,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,wsd,1124.677734375,False,0.85,0.95,True,False,0.93,40.0,2.0,20.0,0.0009569377990430622,root,29828.58248063712,0.9,True,named,row,0.35,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,77.42232399425288,45000,0.6406142115592957,5000,root_fim_wsd_lr0.014_rg0.35_pb0.9_nb0.93_fb0.85,epoch,80.18,5000,0.5569037840366363,train_split,0.05,0.2
False,17.18749431547552,79.64,0.5753977540969849,0.0,20.324246714939363,11,28199.937497944706,0.9,0.95,True,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,wsd,1124.677734375,False,0.85,0.95,True,False,0.93,40.0,2.0,20.0,0.0009569377990430622,root,29789.10076141804,0.9,True,named,row,0.35,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,77.42681393678161,45000,0.6417789753826185,5000,root_fim_wsd_lr0.014_rg0.35_pb0.9_nb0.93_fb0.9,epoch,79.64,5000,0.5753977540969849,train_split,0.05,0.2
False,16.91485501195115,80.18,0.5569037840366363,0.0,20.181454552919604,11,27242.934582213704,0.95,0.95,True,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,wsd,1124.677734375,False,0.85,0.95,True,False,0.93,40.0,2.0,20.0,0.0009569377990430622,root,30269.251473822722,0.9,True,named,row,0.35,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,77.42232399425288,45000,0.6406142115592957,5000,root_fim_wsd_lr0.014_rg0.35_pb0.9_nb0.93_fb0.95,epoch,80.18,5000,0.5569037840366363,train_split,0.05,0.2
False,17.031419882863062,80.16,0.5647775015830994,0.0,20.36260015203152,11,27438.432368603713,0.85,0.95,True,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,wsd,1124.677734375,False,0.85,0.95,True,False,0.93,40.0,2.0,20.0,0.0009569377990430622,root,30062.085458604197,0.9,True,named,row,0.3,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,77.26517600574712,45000,0.6426361627962397,5000,root_fim_wsd_lr0.014_rg0.3_pb0.9_nb0.93_fb0.85,epoch,80.16,5000,0.5647775015830994,train_split,0.05,0.2
False,17.101102065468044,80.16,0.5647775015830994,0.0,20.349666481022723,11,28370.37390932638,0.9,0.95,True,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,wsd,1124.677734375,False,0.85,0.95,True,False,0.93,40.0,2.0,20.0,0.0009569377990430622,root,29939.590912908043,0.9,True,named,row,0.3,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,77.26517600574712,45000,0.6426361627962397,5000,root_fim_wsd_lr0.014_rg0.3_pb0.9_nb0.93_fb0.9,epoch,80.16,5000,0.5647775015830994,train_split,0.05,0.2
False,17.189624721663414,80.16,0.5647775015830994,0.0,20.470861451001838,11,26749.225836898586,0.95,0.95,True,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,wsd,1124.677734375,False,0.85,0.95,True,False,0.93,40.0,2.0,20.0,0.0009569377990430622,root,29785.408831802262,0.9,True,named,row,0.3,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,77.26517600574712,45000,0.6426361627962397,5000,root_fim_wsd_lr0.014_rg0.3_pb0.9_nb0.93_fb0.95,epoch,80.16,5000,0.5647775015830994,train_split,0.05,0.2
False,17.12660379466954,79.54,0.5630495054721832,0.0,20.386479196022265,11,28359.752391080714,0.85,0.95,True,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,wsd,1124.677734375,False,0.85,0.95,True,False,0.93,40.0,2.0,20.0,0.0009569377990430622,root,29895.010484177496,0.9,True,named,row,0.4,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,1044,cpu_launch_unsynchronized,10000,2.13.0.dev20260506+cu130,77.3572198275862,45000,0.6412084972721407,5000,root_fim_wsd_lr0.014_rg0.4_pb0.9_nb0.93_fb0.85,epoch,79.54,5000,0.5630495054721832,train_split,0.05,0.2
