best_val_acc,best_val_loss,beta1,family,final_val_acc,final_val_loss,lr,mimuon_tau,normuon_aspect_scale,normuon_beta2,normuon_mode,optimizer,param_count,pmuon_beta,pmuon_col_gamma,pmuon_gamma,pmuon_row_gamma,rho,run_name,seed,soda_replaces_weight_decay,soda_warmup_steps,status,steps,steps_per_sec,test_acc,test_loss,use_amuse,use_gram,use_mimuon,use_normuon,use_pmuoneq,use_soda,wall_sec,warmup_steps,weight_decay
0.7234,0.7915970458984375,0.6,soda_pmuoneq_normuon_aspect,0.7234,0.7915970458984375,0.012,0.005,True,0.95,row,sodamuseeq,2691274,0.9,0.0,0.0,0.25,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.012_rg0.25_cg0_nb0.95,0,True,500,ok,1000,40.88291961532108,nan,nan,False,True,False,True,True,True,24.460092611028813,500,0.0
0.7274,0.7853828369140625,0.6,soda_pmuoneq_normuon_aspect,0.7274,0.7853828369140625,0.012,0.005,True,0.9,row,sodamuseeq,2691274,0.9,0.05,0.0,0.25,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.012_rg0.25_cg0.05_nb0.9,0,True,500,ok,1000,39.75303420195934,nan,nan,False,True,False,True,True,True,25.1553125459468,500,0.0
0.7266,0.7806087646484375,0.6,soda_pmuoneq_normuon_aspect,0.7266,0.7806087646484375,0.012,0.005,True,0.93,row,sodamuseeq,2691274,0.9,0.05,0.0,0.25,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.012_rg0.25_cg0.05_nb0.93,0,True,500,ok,1000,39.8479543713307,nan,nan,False,True,False,True,True,True,25.095391112961806,500,0.0
0.7284,0.7706144775390625,0.6,soda_pmuoneq_normuon_aspect,0.7284,0.7706144775390625,0.012,0.005,True,0.95,row,sodamuseeq,2691274,0.9,0.05,0.0,0.25,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.012_rg0.25_cg0.05_nb0.95,0,True,500,ok,1000,40.18703998763237,nan,nan,False,True,False,True,True,True,24.883644087938592,500,0.0
0.7106,0.8060729125976562,0.6,soda_pmuoneq_normuon_aspect,0.7106,0.8060729125976562,0.012,0.005,True,0.9,row,sodamuseeq,2691274,0.9,0.0,0.0,0.35,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.012_rg0.35_cg0_nb0.9,0,True,500,ok,1000,41.304222347787686,nan,nan,False,True,False,True,True,True,24.210599865065888,500,0.0
0.7186,0.8022005981445313,0.6,soda_pmuoneq_normuon_aspect,0.7186,0.8022005981445313,0.012,0.005,True,0.93,row,sodamuseeq,2691274,0.9,0.0,0.0,0.35,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.012_rg0.35_cg0_nb0.93,0,True,500,ok,1000,41.80401823117236,nan,nan,False,True,False,True,True,True,23.921145437983796,500,0.0
0.7202,0.7782916748046875,0.6,soda_pmuoneq_normuon_aspect,0.7202,0.7782916748046875,0.012,0.005,True,0.95,row,sodamuseeq,2691274,0.9,0.0,0.0,0.35,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.012_rg0.35_cg0_nb0.95,0,True,500,ok,1000,41.14607943016077,nan,nan,False,True,False,True,True,True,24.303652106085792,500,0.0
0.715,0.8085446411132813,0.6,soda_pmuoneq_normuon_aspect,0.715,0.8085446411132813,0.012,0.005,True,0.9,row,sodamuseeq,2691274,0.9,0.05,0.0,0.35,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.012_rg0.35_cg0.05_nb0.9,0,True,500,ok,1000,40.120454679340114,nan,nan,False,True,False,True,True,True,24.924941853038035,500,0.0
0.7192,0.7898935791015625,0.6,soda_pmuoneq_normuon_aspect,0.7192,0.7898935791015625,0.012,0.005,True,0.93,row,sodamuseeq,2691274,0.9,0.05,0.0,0.35,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.012_rg0.35_cg0.05_nb0.93,0,True,500,ok,1000,39.87301077966116,nan,nan,False,True,False,True,True,True,25.07962103805039,500,0.0
0.7292,0.7666609619140625,0.6,soda_pmuoneq_normuon_aspect,0.7292,0.7666609619140625,0.012,0.005,True,0.95,row,sodamuseeq,2691274,0.9,0.05,0.0,0.35,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.012_rg0.35_cg0.05_nb0.95,0,True,500,ok,1000,40.42868911759808,nan,nan,False,True,False,True,True,True,24.73491032794118,500,0.0
0.7328,0.7650556518554688,0.6,soda_pmuoneq_normuon_aspect,0.7328,0.7650556518554688,0.014,0.005,True,0.9,row,sodamuseeq,2691274,0.9,0.0,0.0,0.15,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.15_cg0_nb0.9,0,True,500,ok,1000,41.564270766640654,nan,nan,False,True,False,True,True,True,24.059125339030288,500,0.0
0.7202,0.7986673095703125,0.6,soda_pmuoneq_normuon_aspect,0.7202,0.7986673095703125,0.014,0.005,True,0.93,row,sodamuseeq,2691274,0.9,0.0,0.0,0.15,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.15_cg0_nb0.93,0,True,500,ok,1000,41.89581901005071,nan,nan,False,True,False,True,True,True,23.86873018904589,500,0.0
0.723,0.79568232421875,0.6,soda_pmuoneq_normuon_aspect,0.723,0.79568232421875,0.014,0.005,True,0.95,row,sodamuseeq,2691274,0.9,0.0,0.0,0.15,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.15_cg0_nb0.95,0,True,500,ok,1000,41.72900973581492,nan,nan,False,True,False,True,True,True,23.964144041063264,500,0.0
0.7212,0.7864629516601562,0.6,soda_pmuoneq_normuon_aspect,0.7212,0.7864629516601562,0.014,0.005,True,0.9,row,sodamuseeq,2691274,0.9,0.05,0.0,0.15,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.15_cg0.05_nb0.9,0,True,500,ok,1000,40.16922755362426,nan,nan,False,True,False,True,True,True,24.894678362063132,500,0.0
0.7182,0.78482265625,0.6,soda_pmuoneq_normuon_aspect,0.7182,0.78482265625,0.014,0.005,True,0.93,row,sodamuseeq,2691274,0.9,0.05,0.0,0.15,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.15_cg0.05_nb0.93,0,True,500,ok,1000,39.609953829136316,nan,nan,False,True,False,True,True,True,25.24617939000018,500,0.0
0.722,0.7780863525390626,0.6,soda_pmuoneq_normuon_aspect,0.722,0.7780863525390626,0.014,0.005,True,0.95,row,sodamuseeq,2691274,0.9,0.05,0.0,0.15,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.15_cg0.05_nb0.95,0,True,500,ok,1000,40.44535972669641,nan,nan,False,True,False,True,True,True,24.724715190008283,500,0.0
0.732,0.78021962890625,0.6,soda_pmuoneq_normuon_aspect,0.732,0.78021962890625,0.014,0.005,True,0.9,row,sodamuseeq,2691274,0.9,0.0,0.0,0.25,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.25_cg0_nb0.9,0,True,500,ok,1000,41.07795412972274,nan,nan,False,True,False,True,True,True,24.343958241981454,500,0.0
0.7198,0.799690283203125,0.6,soda_pmuoneq_normuon_aspect,0.7198,0.799690283203125,0.014,0.005,True,0.93,row,sodamuseeq,2691274,0.9,0.0,0.0,0.25,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.25_cg0_nb0.93,0,True,500,ok,1000,42.07309002018188,nan,nan,False,True,False,True,True,True,23.768161537940614,500,0.0
0.7134,0.8054040893554687,0.6,soda_pmuoneq_normuon_aspect,0.7134,0.8054040893554687,0.014,0.005,True,0.95,row,sodamuseeq,2691274,0.9,0.0,0.0,0.25,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.25_cg0_nb0.95,0,True,500,ok,1000,41.70087383252585,nan,nan,False,True,False,True,True,True,23.980312835075893,500,0.0
0.7332,0.76126474609375,0.6,soda_pmuoneq_normuon_aspect,0.7332,0.76126474609375,0.014,0.005,True,0.9,row,sodamuseeq,2691274,0.9,0.05,0.0,0.25,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.25_cg0.05_nb0.9,0,True,500,ok,1000,40.03894343141361,nan,nan,False,True,False,True,True,True,24.97568402905017,500,0.0
0.7164,0.7987069580078126,0.6,soda_pmuoneq_normuon_aspect,0.7164,0.7987069580078126,0.014,0.005,True,0.93,row,sodamuseeq,2691274,0.9,0.05,0.0,0.25,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.25_cg0.05_nb0.93,0,True,500,ok,1000,39.678071586820856,nan,nan,False,True,False,True,True,True,25.20283773902338,500,0.0
0.714,0.8129766479492188,0.6,soda_pmuoneq_normuon_aspect,0.714,0.8129766479492188,0.014,0.005,True,0.95,row,sodamuseeq,2691274,0.9,0.05,0.0,0.25,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.25_cg0.05_nb0.95,0,True,500,ok,1000,40.14504679028905,nan,nan,False,True,False,True,True,True,24.909673296031542,500,0.0
0.7222,0.7732772216796875,0.6,soda_pmuoneq_normuon_aspect,0.7222,0.7732772216796875,0.014,0.005,True,0.9,row,sodamuseeq,2691274,0.9,0.0,0.0,0.35,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.35_cg0_nb0.9,0,True,500,ok,1000,41.43432588710632,nan,nan,False,True,False,True,True,True,24.134578724042512,500,0.0
0.7188,0.7964080322265625,0.6,soda_pmuoneq_normuon_aspect,0.7188,0.7964080322265625,0.014,0.005,True,0.93,row,sodamuseeq,2691274,0.9,0.0,0.0,0.35,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.35_cg0_nb0.93,0,True,500,ok,1000,41.59426775535587,nan,nan,False,True,False,True,True,True,24.041774358949624,500,0.0
0.7266,0.7548147583007813,0.6,soda_pmuoneq_normuon_aspect,0.7266,0.7548147583007813,0.014,0.005,True,0.95,row,sodamuseeq,2691274,0.9,0.0,0.0,0.35,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.35_cg0_nb0.95,0,True,500,ok,1000,41.353498748505196,nan,nan,False,True,False,True,True,True,24.18175076507032,500,0.0
0.71,0.8106307983398438,0.6,soda_pmuoneq_normuon_aspect,0.71,0.8106307983398438,0.014,0.005,True,0.9,row,sodamuseeq,2691274,0.9,0.05,0.0,0.35,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.35_cg0.05_nb0.9,0,True,500,ok,1000,39.8101441755084,nan,nan,False,True,False,True,True,True,25.119225783040747,500,0.0
0.7254,0.779339892578125,0.6,soda_pmuoneq_normuon_aspect,0.7254,0.779339892578125,0.014,0.005,True,0.93,row,sodamuseeq,2691274,0.9,0.05,0.0,0.35,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.35_cg0.05_nb0.93,0,True,500,ok,1000,39.51687497550389,nan,nan,False,True,False,True,True,True,25.305644756066613,500,0.0
0.7274,0.7702066528320313,0.6,soda_pmuoneq_normuon_aspect,0.7274,0.7702066528320313,0.014,0.005,True,0.95,row,sodamuseeq,2691274,0.9,0.05,0.0,0.35,0.8,hpo_soda_pmuoneq_normuon_aspect_lr0.014_rg0.35_cg0.05_nb0.95,0,True,500,ok,1000,41.29241405902669,nan,nan,False,True,False,True,True,True,24.217523309984244,500,0.0
