amuse_beta,amuse_lr,best_val_acc,best_val_loss,bin,examples_per_sec,fallback_count,fwd_bwd_ms,matrix_count,max_memory_mb,mimuon_active_frac,normuon_applied_count,normuon_second_moment_mean,optimizer_ms,pmuoneq_factor_count,pmuoneq_left_count,pmuoneq_right_count,row_dead_frac,row_update_cv,run_name,soda_applied_count,soda_lambda,soda_replaces_weight_decay,sodamuseeq_step,step,step_ms,stiefel_defect,train_eval_acc,train_eval_loss,train_interval_acc,train_interval_loss,val_acc,val_loss
,,0.7914,0.6387740966796875,4,15155.727989663563,,16.020250221248716,,1501.2431640625,,,,0.585198144428432,,,,,,final10k_adamw_rank1_seed1,,,,,5000,16.891303418390454,,0.872,0.36777447509765626,0.83595625,0.4628626109361649,0.7914,0.6387740966796875
,,0.8048,0.62208212890625,5,15149.303105099789,,16.022282365523278,,1501.2431640625,,,,0.5825466877780855,,,,,,final10k_adamw_rank1_seed1,,,,,6250,16.89846709277481,,0.8986,0.2853933227539063,0.870340625,0.3635166408061981,0.8048,0.62208212890625
,,0.8048,0.62208212890625,6,15046.028293478992,,16.11369741829112,,1501.2431640625,,,,0.6078936491161585,,,,,,final10k_adamw_rank1_seed1,,,,,7500,17.01445690561086,,0.9288,0.2068330810546875,0.89789375,0.2834847195625305,0.801,0.6811100708007812
,,0.8112,0.62208212890625,7,15160.564058666727,,16.009233043622224,,1501.2431640625,,,,0.5845465518534183,,,,,,final10k_adamw_rank1_seed1,,,,,8750,16.885915260761976,,0.9496,0.14823546752929687,0.918528125,0.22746688894629477,0.8112,0.6885974853515625
,,0.8112,0.62208212890625,8,15062.54743059445,,16.093246807530523,,1501.2431640625,,,,0.5949048405513168,,,,,,final10k_adamw_rank1_seed1,,,,,10000,16.995797104015946,,0.9472,0.14645871276855468,0.933603125,0.18328134724497794,0.8084,0.7410989990234375
,,0.6668,0.9422805053710938,1,14966.478693014436,,16.147087411768734,,1501.2431640625,,,,0.6387491287663579,,,,,,final10k_adamw_rank1_seed2,,,,,1250,17.104891888797283,,0.6712,0.911742236328125,0.557896875,1.2174965282440187,0.6668,0.9422805053710938
,,0.7456,0.7274194458007812,2,15172.729175787472,,15.961611396726221,,1501.2431640625,,,,0.6165156285278499,,,,,,final10k_adamw_rank1_seed2,,,,,2500,16.872376553621145,,0.7744,0.6470798461914062,0.715696875,0.7996925489902497,0.7456,0.7274194458007812
,,0.7706,0.6700778930664063,3,15214.06500494195,,15.915279506426305,,1501.2431640625,,,,0.6216913555748761,,,,,,final10k_adamw_rank1_seed2,,,,,3750,16.826535177603365,,0.8238,0.5070391906738281,0.791409375,0.5905335230112075,0.7706,0.6700778930664063
,,0.792,0.6414285278320313,4,15224.299252932604,,15.906040897313506,,1501.2431640625,,,,0.6079106682911515,,,,,,final10k_adamw_rank1_seed2,,,,,5000,16.815223856735976,,0.8764,0.3459922302246094,0.840765625,0.44918059952259065,0.792,0.6414285278320313
,,0.807,0.6055408203125,5,15354.402220311407,,15.786261950060725,,1501.2431640625,,,,0.5959829127416014,,,,,,final10k_adamw_rank1_seed2,,,,,6250,16.672742860764266,,0.91,0.2525386169433594,0.87626875,0.3455805642485619,0.807,0.6055408203125
,,0.807,0.6055408203125,6,15257.756169121749,,15.899266499001532,,1501.2431640625,,,,0.6020112639293075,,,,,,final10k_adamw_rank1_seed2,,,,,7500,16.778351755160838,,0.9368,0.1808517822265625,0.904725,0.2668807040810585,0.8054,0.6677903930664062
,,0.8078,0.6055408203125,7,15163.096386379573,,15.966386345308274,,1501.2431640625,,,,0.6208991076797247,,,,,,final10k_adamw_rank1_seed2,,,,,8750,16.883095212001354,,0.9444,0.16067978820800782,0.924521875,0.20978331637382508,0.8078,0.6842725463867187
,,0.8078,0.6055408203125,8,15326.066880962166,,15.797480168845505,,1501.2431640625,,,,0.5934402102604508,,,,,,final10k_adamw_rank1_seed2,,,,,10000,16.7035679792054,,0.9572,0.11351624755859376,0.9392625,0.1698359333217144,0.806,0.7439272338867188
0.0,0.006,0.777,0.636109716796875,1,12278.557463179051,61.0,15.949331234022974,25.0,1501.2880859375,,,,4.584126634895801,0.0,0.0,0.0,,,final10k_normuon_base_rank1_seed0,0.0,0.0,0.0,1250.0,1250,20.84935472002253,,0.8008,0.5622478088378906,0.606409375,1.08666333360672,0.777,0.636109716796875
0.0,0.006,0.8224,0.5452776977539062,2,12499.53820897276,61.0,15.709751512669026,25.0,1501.2880859375,0.0,25.0,0.0021345139830373228,4.479965980257839,0.0,0.0,0.0,0.0016145833488553762,0.2525704057514668,final10k_normuon_base_rank1_seed0,0.0,0.0,0.0,2500.0,2500,20.480756626371296,0.33093174278736115,0.8918,0.29939938354492185,0.836903125,0.46293972125053406,0.8224,0.5452776977539062
0.0,0.006,0.8484,0.5123142028808594,3,12354.713542970047,61.0,15.876913063786924,25.0,1501.2880859375,,,,4.558557450212538,0.0,0.0,0.0,,,final10k_normuon_base_rank1_seed0,0.0,0.0,0.0,3750.0,3750,20.720836554374547,,0.9456,0.15611040649414062,0.904134375,0.2689533262491226,0.8484,0.5123142028808594
0.0,0.006,0.8502,0.5123142028808594,4,12301.024912780449,61.0,15.962594127841294,25.0,1501.2880859375,0.0,25.0,0.0021256654849275947,4.571913144085556,0.0,0.0,0.0,0.0013541666883975267,0.2546279762685299,final10k_normuon_base_rank1_seed0,0.0,0.0,0.0,5000.0,5000,20.811274004820735,0.332774760723114,0.968,0.0942223892211914,0.939396875,0.16787036476135253,0.8502,0.534546630859375
0.0,0.006,0.8558,0.5123142028808594,5,12425.553072417999,61.0,15.831265517324209,25.0,1501.2880859375,,,,4.500320811197161,0.0,0.0,0.0,,,final10k_normuon_base_rank1_seed0,0.0,0.0,0.0,6250.0,6250,20.602704644855113,,0.9762,0.06944406967163086,0.95935,0.11470078594088555,0.8558,0.5577225341796875
0.0,0.006,0.857,0.5123142028808594,6,12270.275953484566,61.0,16.00049459049478,25.0,1501.2880859375,0.0,25.0,0.0020962174842134116,4.5784815636463465,0.0,0.0,0.0,0.0015104167256504298,0.25948217228055,final10k_normuon_base_rank1_seed0,0.0,0.0,0.0,7500.0,7500,20.86342646004632,0.34232611060142515,0.9832,0.05500885772705078,0.969903125,0.08532237313985824,0.857,0.5608716796875
0.0,0.006,0.858,0.5123142028808594,7,12258.98747021432,61.0,15.991521225962789,25.0,1501.2880859375,,,,4.584904139302671,0.0,0.0,0.0,,,final10k_normuon_base_rank1_seed0,0.0,0.0,0.0,8750.0,8750,20.882638196833433,,0.988,0.03466941680908203,0.975959375,0.06908527014106512,0.858,0.6033378601074219
0.0,0.006,0.858,0.5123142028808594,8,12216.350883759722,61.0,16.034049705136567,25.0,1501.2880859375,0.0,25.0,0.0020797050814144315,4.614846801757812,0.0,0.0,0.0,0.001041666679084301,0.26804313734173774,final10k_normuon_base_rank1_seed0,0.0,0.0,0.0,10000.0,10000,20.95552120562643,0.35389429092407226,0.9868,0.0390861343383789,0.980584375,0.055919244645535944,0.8548,0.6732104736328125
0.0,0.006,0.755,0.699304248046875,1,12153.623786279748,61.0,16.207586914487184,25.0,1501.2880859375,,,,4.553068612609058,0.0,0.0,0.0,,,final10k_normuon_base_rank1_seed1,0.0,0.0,0.0,1250.0,1250,21.06367652164772,,0.7874,0.6100915161132813,0.6045625,1.0930447717189788,0.755,0.699304248046875
0.0,0.006,0.8298,0.5154935729980469,2,12336.758317111657,61.0,16.023909518774598,25.0,1501.2880859375,0.0,25.0,0.0021370534878224134,4.453152144048363,0.0,0.0,0.0,0.001458333358168602,0.25151603803038597,final10k_normuon_base_rank1_seed1,0.0,0.0,0.0,2500.0,2500,20.75099417688325,0.31993058443069455,0.9016,0.27759798278808595,0.83751875,0.4595622222542763,0.8298,0.5154935729980469
0.0,0.006,0.8374,0.5154935729980469,3,12266.292467137928,61.0,16.08480944400653,25.0,1501.2880859375,,,,4.5093888469971715,0.0,0.0,0.0,,,final10k_normuon_base_rank1_seed1,0.0,0.0,0.0,3750.0,3750,20.870201871171595,,0.9372,0.1701019256591797,0.9059625,0.26343035784363744,0.8374,0.5457603942871094
0.0,0.006,0.848,0.5154935729980469,4,12129.587050638058,61.0,16.2393128124997,25.0,1501.2880859375,0.0,25.0,0.002132888324558735,4.587326502334326,0.0,0.0,0.0,0.0016666667256504297,0.2574374796450138,final10k_normuon_base_rank1_seed1,0.0,0.0,0.0,5000.0,5000,21.105417598411442,0.3324130630493164,0.9652,0.09936580200195312,0.941040625,0.1658150623679161,0.848,0.5218794738769531
0.0,0.006,0.848,0.5154935729980469,5,12121.714187454712,61.0,16.237897090706973,25.0,1501.2880859375,,,,4.600998495798558,0.0,0.0,0.0,,,final10k_normuon_base_rank1_seed1,0.0,0.0,0.0,6250.0,6250,21.119125236012042,,0.9754,0.07437736358642578,0.95821875,0.11712681369185447,0.8476,0.5844433410644532
0.0,0.006,0.8592,0.5154935729980469,6,12120.122743494398,61.0,16.239844259433447,25.0,1501.2880859375,0.0,25.0,0.002115646372549236,4.58976897187531,0.0,0.0,0.0,0.002239583390764892,0.2546864452213049,final10k_normuon_base_rank1_seed1,0.0,0.0,0.0,7500.0,7500,21.121898302342743,0.3360552215576172,0.979,0.061746500396728514,0.96888125,0.08842158738523721,0.8592,0.5910088562011718
0.0,0.006,0.8594,0.5154935729980469,7,12125.548286185287,61.0,16.21770814517513,25.0,1501.2880859375,,,,4.593134459480643,0.0,0.0,0.0,,,final10k_normuon_base_rank1_seed1,0.0,0.0,0.0,8750.0,8750,21.112447367981076,,0.9818,0.050232337951660155,0.9745,0.07235588392838836,0.8594,0.6127331420898438
0.0,0.006,0.8594,0.5154935729980469,8,12160.212279375906,61.0,16.196273738052696,25.0,1501.2880859375,0.0,25.0,0.002098989482037723,4.538797188829631,0.0,0.0,0.0,0.0015625000372529029,0.2589776363968849,final10k_normuon_base_rank1_seed1,0.0,0.0,0.0,10000.0,10000,21.052264065667988,0.3433742445707321,0.9874,0.03526841049194336,0.9793,0.059471917326003314,0.8546,0.63913876953125
0.0,0.006,0.7702,0.66829306640625,1,12091.964914685792,61.0,16.150577497109772,25.0,1501.2880859375,,,,4.6967195036821066,0.0,0.0,0.0,,,final10k_normuon_base_rank1_seed2,0.0,0.0,0.0,1250.0,1250,21.171083591971545,,0.7966,0.5813948120117187,0.60631875,1.0869901180267334,0.7702,0.66829306640625
0.0,0.006,0.8324,0.5149254577636718,2,12251.548595270538,61.0,15.967628836538642,25.0,1501.2880859375,0.0,25.0,0.0021451178658753634,4.6375493244268,0.0,0.0,0.0,0.0018229167303070427,0.25274639278650285,final10k_normuon_base_rank1_seed2,0.0,0.0,0.0,2500.0,2500,20.8953176824376,0.3253818815946579,0.8934,0.29170196533203124,0.84013125,0.4532353906393051,0.8324,0.5149254577636718
0.0,0.006,0.8518,0.4927993896484375,3,12327.688049061404,61.0,15.926826526597143,25.0,1501.2880859375,,,,4.568644680734724,0.0,0.0,0.0,,,final10k_normuon_base_rank1_seed2,0.0,0.0,0.0,3750.0,3750,20.766262009646745,,0.9416,0.16596863708496093,0.908675,0.256648145365715,0.8518,0.4927993896484375
0.0,0.006,0.8518,0.4927993896484375,4,12513.727306139737,61.0,15.724030267260968,25.0,1501.2880859375,0.0,25.0,0.002137006048578769,4.4708454250358045,0.0,0.0,0.0,0.002031250074505806,0.25680391155183313,final10k_normuon_base_rank1_seed2,0.0,0.0,0.0,5000.0,5000,20.457533853594214,0.3408018064498901,0.9624,0.1016306884765625,0.94265,0.16203235884308814,0.8512,0.5531109985351562
0.0,0.006,0.8592,0.4927993896484375,5,12406.104353680392,61.0,15.80833964087069,25.0,1501.2880859375,,,,4.549310511723161,0.0,0.0,0.0,,,final10k_normuon_base_rank1_seed2,0.0,0.0,0.0,6250.0,6250,20.635002955142408,,0.9784,0.06193842544555664,0.960153125,0.1126597058057785,0.8592,0.5074545043945312
0.0,0.006,0.864,0.4927993896484375,6,12555.85821312094,61.0,15.647185039240867,25.0,1501.2880859375,0.0,25.0,0.0021162091242149473,4.463551000319422,0.0,0.0,0.0,0.0017187500186264515,0.25983480527997016,final10k_normuon_base_rank1_seed2,0.0,0.0,0.0,7500.0,7500,20.388889047224076,0.33853418231010435,0.9804,0.05665150604248047,0.969765625,0.08531773456931115,0.864,0.5371476928710938
0.0,0.006,0.869,0.4927993896484375,7,12503.601419160994,61.0,15.73772367266938,25.0,1501.2880859375,,,,4.46337454104796,0.0,0.0,0.0,,,final10k_normuon_base_rank1_seed2,0.0,0.0,0.0,8750.0,8750,20.474101134389638,,0.9876,0.037913154983520506,0.975653125,0.0694180371850729,0.869,0.5528264282226563
0.0,0.006,0.869,0.4927993896484375,8,12483.359553996464,61.0,15.739678138215094,25.0,1501.2880859375,0.0,25.0,0.0020967443613335492,4.48531537912786,0.0,0.0,0.0,0.0020833333767950536,0.2649993105232716,final10k_normuon_base_rank1_seed2,0.0,0.0,0.0,10000.0,10000,20.507300049532205,0.35214203000068667,0.9872,0.037596457290649414,0.9797875,0.0576439761698246,0.861,0.614706689453125
0.0,0.012,0.7378,0.7417765380859375,1,11180.694931574379,61.0,16.160277623031288,25.0,1511.6123046875,,,,6.433015999570489,25.0,25.0,0.0,,,final10k_soda_pmuoneq_normuon_aspect_rank1_seed0,86.0,0.0013315579227696406,1.0,1250.0,1250,22.89660898242146,,0.7624,0.6876095092773438,0.604721875,1.095117018890381,0.7378,0.7417765380859375
0.0,0.012,0.8134,0.5485319763183594,2,11016.800814964543,61.0,16.03913027793169,25.0,1511.6123046875,0.0,25.0,0.0021425456064753236,6.914483736082912,25.0,25.0,0.0,0.021666666995733976,0.29655219450592996,final10k_soda_pmuoneq_normuon_aspect_rank1_seed0,86.0,0.0004997501249375312,1.0,2500.0,2500,23.23723595440388,0.330481858253479,0.8506,0.414634912109375,0.798959375,0.573376289153099,0.8134,0.5485319763183594
0.0,0.012,0.8504,0.4412350341796875,3,11091.944183832766,61.0,15.92182721849531,25.0,1511.6123046875,,,,6.878847300168127,25.0,25.0,0.0,,,final10k_soda_pmuoneq_normuon_aspect_rank1_seed0,86.0,0.00030759766225776686,1.0,3750.0,3750,23.079813219141215,,0.9016,0.282030810546875,0.860290625,0.39760582386255267,0.8504,0.4412350341796875
0.0,0.012,0.8584,0.42372422485351563,4,11132.223615206109,61.0,15.885665704403072,25.0,1511.6123046875,0.0,25.0,0.002139896210283041,6.830771786440164,25.0,25.0,0.0,0.02453125059604645,0.3023618616163731,final10k_soda_pmuoneq_normuon_aspect_rank1_seed0,86.0,0.00022217285047767163,1.0,5000.0,5000,22.996304139122365,0.3317690378427505,0.9234,0.22377533264160157,0.89456875,0.2977795618891716,0.8584,0.42372422485351563
0.0,0.012,0.8682,0.42033118286132815,5,11130.498507121783,61.0,15.893092507589609,25.0,1511.6123046875,,,,6.8329215997830035,25.0,25.0,0.0,,,final10k_soda_pmuoneq_normuon_aspect_rank1_seed0,86.0,0.0001738828029907842,1.0,6250.0,6250,22.99986832002178,,0.9408,0.16941312866210936,0.91826875,0.2291133492588997,0.8682,0.42033118286132815
0.0,0.012,0.8682,0.42033118286132815,6,11081.597451819627,61.0,15.925725548900663,25.0,1511.6123046875,0.0,25.0,0.002135300789959729,6.899957144260407,25.0,25.0,0.0,0.0239062506146729,0.3050722495466471,final10k_soda_pmuoneq_normuon_aspect_rank1_seed0,86.0,0.00014283673760891302,1.0,7500.0,7500,23.101362516824157,0.33422706425189974,0.9556,0.12493393402099609,0.935278125,0.1819946924626827,0.8626,0.45496847534179685
0.0,0.012,0.8724,0.42033118286132815,7,10980.636294517757,61.0,16.084003657009454,25.0,1511.6123046875,,,,6.949188966769725,25.0,25.0,0.0,,,final10k_soda_pmuoneq_normuon_aspect_rank1_seed0,86.0,0.00012119743061447097,1.0,8750.0,8750,23.313767356798053,,0.9668,0.09150735626220703,0.947571875,0.1486182517528534,0.8724,0.454191796875
0.0,0.012,0.8724,0.42033118286132815,8,11002.147663634905,61.0,16.05774031514302,25.0,1511.6123046875,0.0,25.0,0.002112161894328892,6.909835666045547,25.0,25.0,0.0,0.02369791707023978,0.3121513499319553,final10k_soda_pmuoneq_normuon_aspect_rank1_seed0,86.0,0.00010525207872855489,1.0,10000.0,10000,23.26818434242159,0.34750683069229127,0.9706,0.08704344482421875,0.95525625,0.1249674584120512,0.8672,0.478544580078125
0.0,0.012,0.7436,0.7398763061523438,1,11252.68573585018,61.0,15.966765752807259,25.0,1511.6123046875,,,,6.478359429817647,25.0,25.0,0.0,,,final10k_soda_pmuoneq_normuon_aspect_rank1_seed1,86.0,0.0013315579227696406,1.0,1250.0,1250,22.75012437114492,,0.77,0.674280810546875,0.6095125,1.0832802015781402,0.7436,0.7398763061523438
0.0,0.012,0.8272,0.5140861633300782,2,11051.389753514837,61.0,15.864259798917919,25.0,1511.6123046875,0.0,25.0,0.0021345931570976974,7.015556147135794,25.0,25.0,0.0,0.019375000335276126,0.29037116281688213,final10k_soda_pmuoneq_normuon_aspect_rank1_seed1,86.0,0.0004997501249375312,1.0,2500.0,2500,23.164507424831392,0.32740436136722567,0.8712,0.38151407470703125,0.806675,0.552675449705124,0.8272,0.5140861633300782
0.0,0.012,0.8394,0.47666058349609375,3,11089.865727015074,61.0,15.760004742257298,25.0,1511.6123046875,,,,7.025869087595493,25.0,25.0,0.0,,,final10k_soda_pmuoneq_normuon_aspect_rank1_seed1,86.0,0.00030759766225776686,1.0,3750.0,3750,23.084138825628905,,0.9082,0.27243388671875,0.8645875,0.3855137210488319,0.8394,0.47666058349609375
0.0,0.012,0.8522,0.4431794921875,4,11187.335836231665,61.0,15.685371643677353,25.0,1511.6123046875,0.0,25.0,0.002140632700175047,6.9201583376154305,25.0,25.0,0.0,0.0220833345502615,0.2949440501630306,final10k_soda_pmuoneq_normuon_aspect_rank1_seed1,86.0,0.00022217285047767163,1.0,5000.0,5000,22.883017346356063,0.32961164057254794,0.9324,0.20082911071777343,0.89808125,0.2900686676979065,0.8522,0.4431794921875
0.0,0.012,0.8676,0.39946898193359376,5,11055.071733743924,61.0,15.862449607905,25.0,1511.6123046875,,,,7.001762589532882,25.0,25.0,0.0,,,final10k_soda_pmuoneq_normuon_aspect_rank1_seed1,86.0,0.0001738828029907842,1.0,6250.0,6250,23.156792300008238,,0.9562,0.13414849700927733,0.92016875,0.2251882604598999,0.8676,0.39946898193359376
0.0,0.012,0.8676,0.39946898193359376,6,10933.815072329406,61.0,15.987713302485645,25.0,1511.6123046875,0.0,25.0,0.0021517248451709747,7.12357485415414,25.0,25.0,0.0,0.022395834028720855,0.3044715724885464,final10k_soda_pmuoneq_normuon_aspect_rank1_seed1,86.0,0.00014283673760891302,1.0,7500.0,7500,23.413602508045734,0.33751027524471283,0.9492,0.1345611328125,0.935590625,0.18062567948699,0.8662,0.45092672119140625
0.0,0.012,0.8694,0.39946898193359376,7,11020.975850397539,61.0,15.914162276312709,25.0,1511.6123046875,,,,7.023400742281228,25.0,25.0,0.0,,,final10k_soda_pmuoneq_normuon_aspect_rank1_seed1,86.0,0.00012119743061447097,1.0,8750.0,8750,23.228433078434318,,0.9652,0.09828710784912109,0.946753125,0.1491995161831379,0.8694,0.4374461608886719
0.0,0.012,0.8704,0.39946898193359376,8,11084.71288697137,61.0,15.782056328468025,25.0,1511.6123046875,0.0,25.0,0.002137846043333411,6.999118591845035,25.0,25.0,0.0,0.021927084401249887,0.30649733282625674,final10k_soda_pmuoneq_normuon_aspect_rank1_seed1,86.0,0.00010525207872855489,1.0,10000.0,10000,23.094869719259442,0.34431192696094515,0.9714,0.08410023193359376,0.956234375,0.12392255528569221,0.8704,0.45223224487304686
0.0,0.012,0.754,0.6995838745117188,1,11144.854364986448,61.0,16.24381453152746,25.0,1511.6123046875,,,,6.421315010264516,25.0,25.0,0.0,,,final10k_soda_pmuoneq_normuon_aspect_rank1_seed2,86.0,0.0013315579227696406,1.0,1250.0,1250,22.970241836830972,,0.7754,0.6417636352539062,0.609290625,1.0839357563018799,0.754,0.6995838745117188
0.0,0.012,0.8302,0.502748583984375,2,10997.609663125237,61.0,16.03106528678909,25.0,1511.6123046875,0.0,25.0,0.0021285973442718388,6.944815674144775,25.0,25.0,0.0,0.016510417368263006,0.29531214222311974,final10k_soda_pmuoneq_normuon_aspect_rank1_seed2,86.0,0.0004997501249375312,1.0,2500.0,2500,23.27778561357409,0.3420796436071396,0.8652,0.39134796752929685,0.80200625,0.5648175892591476,0.8302,0.502748583984375
0.0,0.012,0.8478,0.4433045654296875,3,10913.254571159137,61.0,16.142237655073405,25.0,1511.6123046875,,,,7.01626592380926,25.0,25.0,0.0,,,final10k_soda_pmuoneq_normuon_aspect_rank1_seed2,86.0,0.00030759766225776686,1.0,3750.0,3750,23.457713584043084,,0.9024,0.27924272766113284,0.862315625,0.39160660605430603,0.8478,0.4433045654296875
0.0,0.012,0.8586,0.429339404296875,4,10950.37886840192,61.0,16.10690296329558,25.0,1511.6123046875,0.0,25.0,0.002136331917718053,6.986967979371547,25.0,25.0,0.0,0.017864583432674407,0.2918363259732723,final10k_soda_pmuoneq_normuon_aspect_rank1_seed2,86.0,0.00022217285047767163,1.0,5000.0,5000,23.378186551947145,0.33421402275562284,0.93,0.19325768127441406,0.8954375,0.2960781038284302,0.8586,0.429339404296875
0.0,0.012,0.8714,0.40403417358398436,5,10966.438662840927,61.0,16.09895557044074,25.0,1511.6123046875,,,,6.949118077475577,25.0,25.0,0.0,,,final10k_soda_pmuoneq_normuon_aspect_rank1_seed2,86.0,0.0001738828029907842,1.0,6250.0,6250,23.343950380850583,,0.9496,0.14336241455078125,0.918684375,0.22854286966919898,0.8714,0.40403417358398436
0.0,0.012,0.8718,0.40403417358398436,6,11273.438886619633,61.0,15.82149526346475,25.0,1511.6123046875,0.0,25.0,0.0021329086553305387,6.630584630835801,25.0,25.0,0.0,0.01781250022351742,0.2924846295267344,final10k_soda_pmuoneq_normuon_aspect_rank1_seed2,86.0,0.00014283673760891302,1.0,7500.0,7500,22.708243915159255,0.33137669920921325,0.9574,0.11622289581298828,0.935484375,0.18079727704524995,0.8718,0.42467863159179686
0.0,0.012,0.8718,0.40403417358398436,7,11322.995861240806,61.0,15.735696518607437,25.0,1511.6123046875,,,,6.610246186703444,25.0,25.0,0.0,,,final10k_soda_pmuoneq_normuon_aspect_rank1_seed2,86.0,0.00012119743061447097,1.0,8750.0,8750,22.6088575088419,,0.9628,0.10846866607666016,0.946971875,0.1487858297199011,0.8638,0.47195595703125
0.0,0.012,0.8718,0.40403417358398436,8,11350.594152089803,61.0,15.674873387813568,25.0,1511.6123046875,0.0,25.0,0.0021252130949869752,6.601646959967911,25.0,25.0,0.0,0.017760417014360427,0.30212908871471883,final10k_soda_pmuoneq_normuon_aspect_rank1_seed2,86.0,0.00010525207872855489,1.0,10000.0,10000,22.553885423950852,0.340841081738472,0.972,0.08521670532226562,0.955596875,0.12528790921270846,0.8642,0.5289985229492188
0.0,0.014,0.7356,0.7467115478515625,1,11141.908333030262,61.0,16.312049417663367,25.0,1511.60302734375,,,,6.33510254714638,50.0,25.0,25.0,,,final10k_soda_pmuoneq_rank1_seed0,86.0,0.0013315579227696406,1.0,1250.0,1250,22.97631539842114,,0.7624,0.6879312133789063,0.5997875,1.1081042591571808,0.7356,0.7467115478515625
0.0,0.014,0.8152,0.5338566772460938,2,11014.09447640429,61.0,16.129938120301812,25.0,1511.60302734375,0.0,0.0,0.0,6.803650628868491,50.0,25.0,25.0,0.002170138950459659,0.2730284421890974,final10k_soda_pmuoneq_rank1_seed0,86.0,0.0004997501249375312,1.0,2500.0,2500,23.242945713642985,0.32201777279376986,0.8514,0.41164517211914065,0.794325,0.5861959918260574,0.8152,0.5338566772460938
0.0,0.014,0.8468,0.4708129089355469,3,11003.438097403887,61.0,16.18132409127429,25.0,1511.60302734375,,,,6.800476605445146,50.0,25.0,25.0,,,final10k_soda_pmuoneq_rank1_seed0,86.0,0.00030759766225776686,1.0,3750.0,3750,23.265455554332583,,0.8996,0.28129500732421875,0.856490625,0.4079260058999062,0.8468,0.4708129089355469
