best_val_acc,best_val_loss,cuda,dataset,eval_every,fallback_lr_mult,fallback_mode,family,final_lr_scale,final_train_loss,final_val_acc,final_val_loss,gpu_name,lr,mean_step_time_ms,median_step_time_ms,name,normuon_beta2,param_count,pmuoneq_beta,row_gamma,seed,soda_lambda_power,soda_lambda_scale,steps,tokens_per_sec,torch,train_bytes,val_bytes,wall_time_sec,warmup_steps,weight_decay,wsd_decay_frac
0.5386810302734375,1.5809125155210495,13.0,wikitext-103-raw-v1,150,0.5,atan2,adamw,0.1,1.5830726623535156,0.5386810302734375,1.5809125155210495,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0001,10.005147496218948,9.843970474321395,adamw_lr0.0001,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,409389.2670295887,2.13.0.dev20260506+cu130,32000000,1148008,12.43115805904381,20,0.05,0.2
0.5351409912109375,1.590349867939949,13.0,wikitext-103-raw-v1,150,0.5,atan2,adamatan2,0.1,1.5908141136169434,0.5351409912109375,1.590349867939949,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0001,10.371594770210018,10.229276958853006,adamatan2_lr0.0001,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,394924.8009346453,2.13.0.dev20260506+cu130,32000000,1148008,12.866228688973933,20,0.05,0.2
0.57373046875,1.4545119032263756,13.0,wikitext-103-raw-v1,150,0.5,atan2,adamw,0.1,1.4626471996307373,0.57373046875,1.4545119032263756,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0002,10.016240326028008,9.85664949985221,adamw_lr0.0002,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,408935.87480685883,2.13.0.dev20260506+cu130,32000000,1148008,12.441295030992478,20,0.05,0.2
0.5726165771484375,1.4600577652454376,13.0,wikitext-103-raw-v1,150,0.5,atan2,adamatan2,0.1,1.4596079587936401,0.5726165771484375,1.4600577652454376,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0002,10.4041305934273,10.259398026391864,adamatan2_lr0.0002,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,393689.7911092739,2.13.0.dev20260506+cu130,32000000,1148008,12.906730688991956,20,0.05,0.2
0.5797271728515625,1.4295283406972885,13.0,wikitext-103-raw-v1,150,0.5,atan2,adamw,0.1,1.427527666091919,0.5797271728515625,1.4295283406972885,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0003,10.046453793280914,9.875473973806947,adamw_lr0.0003,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,407706.05073995487,2.13.0.dev20260506+cu130,32000000,1148008,12.482890369021334,20,0.05,0.2
0.5803985595703125,1.4289973303675652,13.0,wikitext-103-raw-v1,150,0.5,atan2,adamatan2,0.1,1.4304816722869873,0.5803985595703125,1.4289973303675652,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0003,10.436228748488551,10.286339034792036,adamatan2_lr0.0003,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,392478.9403062109,2.13.0.dev20260506+cu130,32000000,1148008,12.947419204981998,20,0.05,0.2
0.5759429931640625,1.4416947811841965,13.0,wikitext-103-raw-v1,150,0.5,atan2,adamw,0.1,1.4418646097183228,0.5759429931640625,1.4416947811841965,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0004,10.055832538928371,9.892244008369744,adamw_lr0.0004,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,407325.7966601443,2.13.0.dev20260506+cu130,32000000,1148008,12.499986744020134,20,0.05,0.2
0.577606201171875,1.4413086920976639,13.0,wikitext-103-raw-v1,150,0.5,atan2,adamatan2,0.1,1.4478286504745483,0.577606201171875,1.4413086920976639,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0004,10.452362851356156,10.309484030585736,adamatan2_lr0.0004,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,391873.1159881767,2.13.0.dev20260506+cu130,32000000,1148008,12.969096328946762,20,0.05,0.2
0.568359375,1.467663198709488,13.0,wikitext-103-raw-v1,150,0.5,atan2,adamw,0.1,1.4662197828292847,0.568359375,1.467663198709488,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0005,10.064420055035347,9.904131991788745,adamw_lr0.0005,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,406978.2439128942,2.13.0.dev20260506+cu130,32000000,1148008,12.500018532038666,20,0.05,0.2
0.5668487548828125,1.4721034690737724,13.0,wikitext-103-raw-v1,150,0.5,atan2,adamatan2,0.1,1.479092001914978,0.5668487548828125,1.4721034690737724,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0005,10.46571104535057,10.313540522474796,adamatan2_lr0.0005,0.93,49424640,0.9,0.25,123,1.0,1.0,1200,391373.3125490468,2.13.0.dev20260506+cu130,32000000,1148008,12.98983000998851,20,0.05,0.2
