best_val_acc,best_val_loss,cuda,dataset,ema_beta,ema_gamma,ema_rest_frac,ema_warmup_frac,eval_every,fallback_lr_mult,fallback_mode,family,final_lr_scale,final_train_loss,final_val_acc,final_val_loss,gpu_name,lr,mean_step_time_ms,median_step_time_ms,name,normuon_beta2,param_count,pmuoneq_beta,row_gamma,seed,soda_lambda_power,soda_lambda_scale,steps,tokenizer_mode,tokenizer_name,tokens_per_sec,torch,train_bytes,train_tokens,val_bytes,val_tokens,vocab_size,wall_time_sec,warmup_steps,weight_decay,wsd_decay_frac
0.2100830078125,5.527534931898117,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,375,0.5,atan2,adamw,0.1,5.235795974731445,0.2100830078125,5.527534931898117,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0005,15.43106577064221,15.372056048363447,final_tok_adamw_lr0.0005,0.93,51045888,0.9,0.25,123,1.0,1.0,3000,hf,gpt2,265438.5679434203,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,47.15207641595043,100,0.05,0.2
0.234893798828125,5.166726797819138,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,375,1.0,rms,anchormuon,0.1,4.569687843322754,0.234893798828125,5.166726797819138,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0014,20.057185164652765,19.954485935159028,final_tok_anchor_lr0.0014_rg0.45_soda0.003_flr1_rms,0.93,51045888,0.9,0.45,123,1.0,0.003,3000,hf,gpt2,204216.0934535557,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,61.00466525903903,100,0.05,0.2
0.20989990234375,5.5179435312747955,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,375,0.5,atan2,adamatan2,0.1,5.2346038818359375,0.20989990234375,5.5179435312747955,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0005,16.24256964935921,16.18446595966816,final_tok_adamatan2_lr0.0005,0.93,51045888,0.9,0.25,123,1.0,1.0,3000,hf,gpt2,252176.84691668182,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,49.57246833317913,100,0.05,0.2
0.2295379638671875,5.0843146443367,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,375,0.5,atan2,muon,0.1,4.5530195236206055,0.2295379638671875,5.0843146443367,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0014,21.227777365827933,21.15815703291446,final_tok_muon_lr0.0014,0.93,51045888,0.9,0.25,123,1.0,1.0,3000,hf,gpt2,192954.72763878058,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,64.50840287003666,100,0.05,0.2
