best_val_acc,best_val_loss,cuda,dataset,ema_beta,ema_gamma,ema_rest_frac,ema_warmup_frac,eval_every,fallback_lr_mult,fallback_mode,family,final_lr_scale,final_train_loss,final_val_acc,final_val_loss,gpu_name,lr,mean_step_time_ms,median_step_time_ms,name,normuon_beta2,param_count,pmuoneq_beta,row_gamma,seed,soda_lambda_power,soda_lambda_scale,steps,tokenizer_mode,tokenizer_name,tokens_per_sec,torch,train_bytes,train_tokens,val_bytes,val_tokens,vocab_size,wall_time_sec,warmup_steps,weight_decay,wsd_decay_frac
0.1725616455078125,6.056958884000778,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,muon,0.1,5.925695419311523,0.1725616455078125,6.056958884000778,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0012,21.432294594512012,21.073984913527966,tok_muon_lr0.0012,0.93,51045888,0.9,0.25,123,1.0,1.0,600,hf,gpt2,191113.4611339669,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.521975966868922,100,0.05,0.2
0.1736907958984375,6.034899920225143,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,muon,0.1,5.896265029907227,0.1736907958984375,6.034899920225143,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0014,21.480690207875643,21.11563296057284,tok_muon_lr0.0014,0.93,51045888,0.9,0.25,123,1.0,1.0,600,hf,gpt2,190682.88590178773,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.54907922912389,100,0.05,0.2
0.1714935302734375,6.184205055236816,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,6.0749616622924805,0.1714935302734375,6.184205055236816,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.636812261460967,20.197737030684948,tok_anchor_lr0.0008_rg0_soda0.001_flr0.5_atan2,0.93,51045888,0.9,0.0,123,1.0,0.001,600,hf,gpt2,198480.2666276728,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.04412627290003,100,0.05,0.2
0.1724853515625,6.145828068256378,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,6.032073020935059,0.1724853515625,6.145828068256378,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.329943418037146,19.921907456591725,tok_anchor_lr0.0008_rg0_soda0.001_flr1_rms,0.93,51045888,0.9,0.0,123,1.0,0.001,600,hf,gpt2,201476.2124898953,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.858567704912275,100,0.05,0.2
0.1714935302734375,6.1847624480724335,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,6.076663017272949,0.1714935302734375,6.1847624480724335,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.76758006432404,20.22671641316265,tok_anchor_lr0.0008_rg0_soda0.003_flr0.5_atan2,0.93,51045888,0.9,0.0,123,1.0,0.003,600,hf,gpt2,197230.49037554392,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.119065154809505,100,0.05,0.2
0.172149658203125,6.146490693092346,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,6.03208589553833,0.172149658203125,6.146490693092346,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.373710110240307,19.95865348726511,tok_anchor_lr0.0008_rg0_soda0.003_flr1_rms,0.93,51045888,0.9,0.0,123,1.0,0.003,600,hf,gpt2,201043.40239636836,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.895322985947132,100,0.05,0.2
0.1717071533203125,6.186030745506287,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,6.078253746032715,0.1717071533203125,6.186030745506287,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.739237068919465,20.22828394547105,tok_anchor_lr0.0008_rg0_soda0.01_flr0.5_atan2,0.93,51045888,0.9,0.0,123,1.0,0.01,600,hf,gpt2,197500.03273449276,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.102892892900854,100,0.05,0.2
0.172119140625,6.14812895655632,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,6.034738540649414,0.172119140625,6.14812895655632,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.447960621289287,20.000417483970523,tok_anchor_lr0.0008_rg0_soda0.01_flr1_rms,0.93,51045888,0.9,0.0,123,1.0,0.01,600,hf,gpt2,200313.37480841344,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.93225252092816,100,0.05,0.2
0.1708831787109375,6.1603739857673645,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,6.050376892089844,0.1708831787109375,6.1603739857673645,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.67342263685229,20.2304869890213,tok_anchor_lr0.0008_rg0.25_soda0.001_flr0.5_atan2,0.93,51045888,0.9,0.25,123,1.0,0.001,600,hf,gpt2,198128.77973570282,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.068439438007772,100,0.05,0.2
0.171234130859375,6.13077637553215,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,6.011415004730225,0.171234130859375,6.13077637553215,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.402842743399862,19.99148854520172,tok_anchor_lr0.0008_rg0.25_soda0.001_flr1_rms,0.93,51045888,0.9,0.25,123,1.0,0.001,600,hf,gpt2,200756.33829629057,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.903840783983469,100,0.05,0.2
0.1710205078125,6.160682052373886,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,6.050804615020752,0.1710205078125,6.160682052373886,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.647859036689624,20.226390450261533,tok_anchor_lr0.0008_rg0.25_soda0.003_flr0.5_atan2,0.93,51045888,0.9,0.25,123,1.0,0.003,600,hf,gpt2,198374.07804468877,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.047243816079572,100,0.05,0.2
0.1710205078125,6.131111025810242,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,6.011494159698486,0.1710205078125,6.131111025810242,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.49267718180393,20.023661898449063,tok_anchor_lr0.0008_rg0.25_soda0.003_flr1_rms,0.93,51045888,0.9,0.25,123,1.0,0.003,600,hf,gpt2,199876.27598198652,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.960808301810175,100,0.05,0.2
0.17095947265625,6.1624391078948975,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,6.052714824676514,0.17095947265625,6.1624391078948975,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.66475207102485,20.23317595012486,tok_anchor_lr0.0008_rg0.25_soda0.01_flr0.5_atan2,0.93,51045888,0.9,0.25,123,1.0,0.01,600,hf,gpt2,198211.9110803763,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.060589622007683,100,0.05,0.2
0.17120361328125,6.132494002580643,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,6.0137457847595215,0.17120361328125,6.132494002580643,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.452747080707923,20.02954646013677,tok_anchor_lr0.0008_rg0.25_soda0.01_flr1_rms,0.93,51045888,0.9,0.25,123,1.0,0.01,600,hf,gpt2,200266.49641913173,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.93478802102618,100,0.05,0.2
0.1713104248046875,6.154388815164566,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,6.044261932373047,0.1713104248046875,6.154388815164566,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.663030476619802,20.245339488610625,tok_anchor_lr0.0008_rg0.45_soda0.001_flr0.5_atan2,0.93,51045888,0.9,0.45,123,1.0,0.001,600,hf,gpt2,198228.42562394805,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.061106959823519,100,0.05,0.2
0.1714630126953125,6.126951187849045,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,6.005451679229736,0.1714630126953125,6.126951187849045,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.445068125845864,20.039341528899968,tok_anchor_lr0.0008_rg0.45_soda0.001_flr1_rms,0.93,51045888,0.9,0.45,123,1.0,0.001,600,hf,gpt2,200341.71443146208,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.930601002881303,100,0.05,0.2
0.17138671875,6.154642224311829,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,6.04394006729126,0.17138671875,6.154642224311829,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.72981720091775,20.260457415133715,tok_anchor_lr0.0008_rg0.45_soda0.003_flr0.5_atan2,0.93,51045888,0.9,0.45,123,1.0,0.003,600,hf,gpt2,197589.7790270269,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.100077877053991,100,0.05,0.2
0.1715850830078125,6.127387911081314,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,6.006647109985352,0.1715850830078125,6.127387911081314,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.516242094260328,20.057349000126123,tok_anchor_lr0.0008_rg0.45_soda0.003_flr1_rms,0.93,51045888,0.9,0.45,123,1.0,0.003,600,hf,gpt2,199646.69851239017,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.97385236993432,100,0.05,0.2
0.1711578369140625,6.156050890684128,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,6.046733379364014,0.1711578369140625,6.156050890684128,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.734352807824813,20.25806892197579,tok_anchor_lr0.0008_rg0.45_soda0.01_flr0.5_atan2,0.93,51045888,0.9,0.45,123,1.0,0.01,600,hf,gpt2,197546.55657514592,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.103191100992262,100,0.05,0.2
0.171722412109375,6.128355026245117,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,6.008755683898926,0.171722412109375,6.128355026245117,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.45649617561139,20.03914094530046,tok_anchor_lr0.0008_rg0.45_soda0.01_flr1_rms,0.93,51045888,0.9,0.45,123,1.0,0.01,600,hf,gpt2,200229.7932567419,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.939664365025237,100,0.05,0.2
0.1716156005859375,6.149327963590622,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,6.038939952850342,0.1716156005859375,6.149327963590622,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.731616325598832,20.250186906196177,tok_anchor_lr0.0008_rg0.55_soda0.001_flr0.5_atan2,0.93,51045888,0.9,0.55,123,1.0,0.001,600,hf,gpt2,197572.63185226766,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.100011202972382,100,0.05,0.2
0.1719207763671875,6.1245624125003815,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,6.003442764282227,0.1719207763671875,6.1245624125003815,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.454259222606197,20.041299401782453,tok_anchor_lr0.0008_rg0.55_soda0.001_flr1_rms,0.93,51045888,0.9,0.55,123,1.0,0.001,600,hf,gpt2,200251.69112323906,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.93676236900501,100,0.05,0.2
0.1717071533203125,6.149728626012802,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,6.038512229919434,0.1717071533203125,6.149728626012802,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.758486121194437,20.26190492324531,tok_anchor_lr0.0008_rg0.55_soda0.003_flr0.5_atan2,0.93,51045888,0.9,0.55,123,1.0,0.003,600,hf,gpt2,197316.89373137764,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.115497763035819,100,0.05,0.2
0.17169189453125,6.124558538198471,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,6.003265857696533,0.17169189453125,6.124558538198471,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.47387600876391,20.03869495820254,tok_anchor_lr0.0008_rg0.55_soda0.003_flr1_rms,0.93,51045888,0.9,0.55,123,1.0,0.003,600,hf,gpt2,200059.82249021603,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.949316901154816,100,0.05,0.2
0.171539306640625,6.151373088359833,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,6.041586875915527,0.171539306640625,6.151373088359833,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.66582084284164,20.242129918187857,tok_anchor_lr0.0008_rg0.55_soda0.01_flr0.5_atan2,0.93,51045888,0.9,0.55,123,1.0,0.01,600,hf,gpt2,198201.6601783712,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.058945992961526,100,0.05,0.2
0.1719970703125,6.126121371984482,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,6.005906105041504,0.1719970703125,6.126121371984482,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.0008,20.4562586650718,20.03606699872762,tok_anchor_lr0.0008_rg0.55_soda0.01_flr1_rms,0.93,51045888,0.9,0.55,123,1.0,0.01,600,hf,gpt2,200232.11805557326,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.942668014904484,100,0.05,0.2
0.174652099609375,6.093923419713974,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,5.9827117919921875,0.174652099609375,6.093923419713974,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,20.799549936394516,20.284654456190765,tok_anchor_lr0.001_rg0_soda0.001_flr0.5_atan2,0.93,51045888,0.9,0.0,123,1.0,0.001,600,hf,gpt2,196927.3379724878,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.14199417294003,100,0.05,0.2
0.1748809814453125,6.068907856941223,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,5.9531049728393555,0.1748809814453125,6.068907856941223,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,20.51881221588701,20.037147565744817,tok_anchor_lr0.001_rg0_soda0.001_flr1_rms,0.93,51045888,0.9,0.0,123,1.0,0.001,600,hf,gpt2,199621.69139735136,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.975833920994774,100,0.05,0.2
0.175262451171875,6.094226002693176,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,5.984442710876465,0.175262451171875,6.094226002693176,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,20.69013546104543,20.252616028301418,tok_anchor_lr0.001_rg0_soda0.003_flr0.5_atan2,0.93,51045888,0.9,0.0,123,1.0,0.003,600,hf,gpt2,197968.73769685012,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.07671770406887,100,0.05,0.2
0.1749725341796875,6.069045186042786,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,5.952905178070068,0.1749725341796875,6.069045186042786,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,20.53315827079738,20.037489011883736,tok_anchor_lr0.001_rg0_soda0.003_flr1_rms,0.93,51045888,0.9,0.0,123,1.0,0.003,600,hf,gpt2,199482.22022061766,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.984210685826838,100,0.05,0.2
0.1747283935546875,6.095724999904633,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,5.9855852127075195,0.1747283935546875,6.095724999904633,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,20.744148190521326,20.27095900848508,tok_anchor_lr0.001_rg0_soda0.01_flr0.5_atan2,0.93,51045888,0.9,0.0,123,1.0,0.01,600,hf,gpt2,197453.27512997595,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.109220741083845,100,0.05,0.2
0.1752166748046875,6.070333480834961,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,5.952872276306152,0.1752166748046875,6.070333480834961,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,20.54626354792466,20.074569969438016,tok_anchor_lr0.001_rg0_soda0.01_flr1_rms,0.93,51045888,0.9,0.0,123,1.0,0.01,600,hf,gpt2,199354.98201149714,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.99280195706524,100,0.05,0.2
0.1751708984375,6.080739140510559,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,5.967517852783203,0.1751708984375,6.080739140510559,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,20.715792842286948,20.26308188214898,tok_anchor_lr0.001_rg0.25_soda0.001_flr0.5_atan2,0.93,51045888,0.9,0.25,123,1.0,0.001,600,hf,gpt2,197723.54508386832,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.090634980006143,100,0.05,0.2
0.1750946044921875,6.062358498573303,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,5.936102390289307,0.1750946044921875,6.062358498573303,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,20.554552741814405,20.061595481820405,tok_anchor_lr0.001_rg0.25_soda0.001_flr1_rms,0.93,51045888,0.9,0.25,123,1.0,0.001,600,hf,gpt2,199274.58658185502,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.998344481922686,100,0.05,0.2
0.1748809814453125,6.081009119749069,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,5.967708587646484,0.1748809814453125,6.081009119749069,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,20.7235727009053,20.280047436244786,tok_anchor_lr0.001_rg0.25_soda0.003_flr0.5_atan2,0.93,51045888,0.9,0.25,123,1.0,0.003,600,hf,gpt2,197649.31747608693,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.1013935059309,100,0.05,0.2
0.17510986328125,6.062853693962097,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,1.0,rms,anchormuon,0.1,5.937137603759766,0.17510986328125,6.062853693962097,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,20.555522801587358,20.044949953444302,tok_anchor_lr0.001_rg0.25_soda0.003_flr1_rms,0.93,51045888,0.9,0.25,123,1.0,0.003,600,hf,gpt2,199265.18238123794,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,12.997608785983175,100,0.05,0.2
0.17510986328125,6.081890493631363,13.0,HuggingFaceFW/fineweb-edu/sample-10BT:train [gpt2],0.0,0.99,0.2,0.3,75,0.5,atan2,anchormuon,0.1,5.969964504241943,0.17510986328125,6.081890493631363,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.001,20.680012825566035,20.26148501317948,tok_anchor_lr0.001_rg0.25_soda0.01_flr0.5_atan2,0.93,51045888,0.9,0.25,123,1.0,0.01,600,hf,gpt2,198065.64118452804,2.13.0.dev20260506+cu130,0,8000000,0,524288,50257,13.06836368702352,100,0.05,0.2
