amuse,avg_step_ms,best_val_acc,best_val_loss,col_gamma,elapsed_sec,ema_beta,ema_gamma,ema_rest_frac,ema_warmup_frac,epoch,examples_per_sec,external_lr,fallback_beta1,fallback_beta2,fallback_lr_mult,fallback_mode,fallback_weight_decay,gpu,lr,lr_final_scale,lr_schedule,max_memory_mb,mimuon,mimuon_mix,momentum,muown_mag_lr_mult,normuon,normuon_aspect_scale,normuon_beta,opt_fallback_count,opt_group_count,opt_matrix_count,opt_soda_weight,optimizer,overall_examples_per_sec,pmuon_beta,pmuon_eq,root_grouping,root_normuon_mode,row_gamma,seed,sfplus_adamc_decay,sfplus_beta1,sfplus_beta1_anneal_steps,sfplus_beta1_max,sfplus_beta_anneal,sfplus_c_warmup,sfplus_c_warmup_enabled,sfplus_inner_momentum,sfplus_polyak,sfplus_polyak_beta,sfplus_r,sfplus_weight_lr_power,soda,split_seed,step,step_timing,test_examples,torch,train_acc,train_examples,train_loss,train_val_size,trial,type,use_gram,val_acc,val_examples,val_loss,val_source,weight_decay,wsd_decay_frac
True,21.406756832631896,69.96,0.844479416847229,0.0,25.080024261027575,0.15,0.995,0.1,0.2,11,22771.400787470924,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.006,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23917.68187974746,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.12365301724138,45000,0.891908892954903,5000,ema_muown_cosine_lr0.006_wd0_flr1_mag1_b0.15_g0.995,epoch,True,69.96,5000,0.844479416847229,train_split,0.0,0.2
True,21.356785461847167,69.72,0.8461402292251587,0.0,25.123857520055026,0.1,0.995,0.1,0.2,11,23389.38843600112,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.006,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23973.6453276015,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.02711925287356,45000,0.8919881561706806,5000,ema_muown_cosine_lr0.006_wd0_flr1_mag1_b0.1_g0.995,epoch,True,69.72,5000,0.8461402292251587,train_split,0.0,0.2
True,21.43349617178163,68.38,0.8753705669403076,0.0,25.028912649024278,0.03,0.995,0.1,0.2,11,24258.722015031428,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23887.84339691982,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.48383620689656,45000,0.9078407116319941,5000,ema_muown_cosine_lr0.008_wd0_flr0.25_mag0.5_b0.03_g0.995,epoch,True,68.38,5000,0.8753705669403076,train_split,0.0,0.2
True,21.222917011794472,68.52,0.8759475898742676,0.0,24.810473711928353,0.06,0.995,0.1,0.2,11,23841.29467723776,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24124.864631730874,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.52649066091954,45000,0.9078240696041063,5000,ema_muown_cosine_lr0.008_wd0_flr0.25_mag0.5_b0.06_g0.995,epoch,True,68.52,5000,0.8759475898742676,train_split,0.0,0.2
True,21.499503243329197,68.3,0.8757753059387207,0.0,25.123573071788996,0.15,0.995,0.1,0.2,11,22137.740964860765,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23814.50372156212,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.45016163793103,45000,0.9077465356081381,5000,ema_muown_cosine_lr0.008_wd0_flr0.25_mag0.5_b0.15_g0.995,epoch,True,68.3,5000,0.8757753059387207,train_split,0.0,0.2
True,21.25498307181943,68.44,0.8756380472183227,0.0,24.79097088612616,0.1,0.995,0.1,0.2,11,22808.52462903235,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24088.46896137154,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.51077586206897,45000,0.9077604974823437,5000,ema_muown_cosine_lr0.008_wd0_flr0.25_mag0.5_b0.1_g0.995,epoch,True,68.44,5000,0.8756380472183227,train_split,0.0,0.2
True,21.40244239761933,68.98,0.8710326119422913,0.0,25.056298912037164,0.03,0.995,0.1,0.2,11,22155.92250742937,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23922.503352091797,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.22916666666667,45000,0.8882600192365975,5000,ema_muown_cosine_lr0.008_wd0_flr0.25_mag1_b0.03_g0.995,epoch,True,68.98,5000,0.8710326119422913,train_split,0.0,0.2
True,21.085611125052875,69.06,0.8647688549041748,0.0,24.7094592070207,0.06,0.995,0.1,0.2,11,23147.547403364497,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24281.961616548408,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.32794540229885,45000,0.8875565871425058,5000,ema_muown_cosine_lr0.008_wd0_flr0.25_mag1_b0.06_g0.995,epoch,True,69.06,5000,0.8647688549041748,train_split,0.0,0.2
True,20.815926870256234,68.86,0.8714419736862182,0.0,24.445591280935332,0.15,0.995,0.1,0.2,11,24482.00241491727,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24596.550669650653,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.18426724137932,45000,0.8886941417880442,5000,ema_muown_cosine_lr0.008_wd0_flr0.25_mag1_b0.15_g0.995,epoch,True,68.86,5000,0.8714419736862182,train_split,0.0,0.2
True,21.10246542490612,68.92,0.8638982610702515,0.0,24.724593380931765,0.1,0.995,0.1,0.2,11,24089.73126163958,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24262.56788913932,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.3032507183908,45000,0.88734287571633,5000,ema_muown_cosine_lr0.008_wd0_flr0.25_mag1_b0.1_g0.995,epoch,True,68.92,5000,0.8638982610702515,train_split,0.0,0.2
True,21.513881637060024,69.34,0.8628225331306457,0.0,25.25104697002098,0.03,0.995,0.1,0.2,11,21913.990620993445,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23798.587750804756,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.70159841954023,45000,0.9072492711845486,5000,ema_muown_cosine_lr0.008_wd0_flr0.5_mag0.5_b0.03_g0.995,epoch,True,69.34,5000,0.8628225331306457,train_split,0.0,0.2
True,21.397475305528975,69.32,0.8629555707931519,0.0,25.092377732042223,0.06,0.995,0.1,0.2,11,23320.449723054033,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23928.05659028859,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.66792385057471,45000,0.9071424130735726,5000,ema_muown_cosine_lr0.008_wd0_flr0.5_mag0.5_b0.06_g0.995,epoch,True,69.32,5000,0.8629555707931519,train_split,0.0,0.2
True,21.032847505565947,69.42,0.8749296376228333,0.0,24.65978177706711,0.15,0.995,0.1,0.2,11,24217.57365906529,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24342.876059197824,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.56241020114942,45000,0.9124313620315201,5000,ema_muown_cosine_lr0.008_wd0_flr0.5_mag0.5_b0.15_g0.995,epoch,True,69.42,5000,0.8749296376228333,train_split,0.0,0.2
True,21.18423640869836,69.28,0.8745047630310059,0.0,24.995929504046217,0.1,0.995,0.1,0.2,11,22056.397130278747,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24168.91457035336,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.69935344827586,45000,0.9122185254919117,5000,ema_muown_cosine_lr0.008_wd0_flr0.5_mag0.5_b0.1_g0.995,epoch,True,69.28,5000,0.8745047630310059,train_split,0.0,0.2
True,21.072260033869153,69.54,0.8544385872840882,0.0,24.787125992123038,0.03,0.995,0.1,0.2,11,23435.69916122193,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24297.34633005997,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.04732399425288,45000,0.8910794607524214,5000,ema_muown_cosine_lr0.008_wd0_flr0.5_mag1_b0.03_g0.995,epoch,True,69.54,5000,0.8544385872840882,train_split,0.0,0.2
True,21.35485989533158,70.06,0.8471101378440857,0.0,25.044152217917144,0.06,0.995,0.1,0.2,11,21904.669394493558,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23975.807029852214,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.88344109195403,45000,0.8940076834854038,5000,ema_muown_cosine_lr0.008_wd0_flr0.5_mag1_b0.06_g0.995,epoch,True,70.06,5000,0.8471101378440857,train_split,0.0,0.2
True,21.182859218340383,69.44,0.853964775466919,0.0,24.783046941040084,0.15,0.995,0.1,0.2,11,22704.137048806504,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24170.4858972345,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.04732399425288,45000,0.8906538383714084,5000,ema_muown_cosine_lr0.008_wd0_flr0.5_mag1_b0.15_g0.995,epoch,True,69.44,5000,0.853964775466919,train_split,0.0,0.2
True,21.51692979741606,69.84,0.8477338809967041,0.0,25.225895260926336,0.1,0.995,0.1,0.2,11,22628.9477540778,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23795.216363139567,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.83405172413794,45000,0.8942862783355274,5000,ema_muown_cosine_lr0.008_wd0_flr0.5_mag1_b0.1_g0.995,epoch,True,69.84,5000,0.8477338809967041,train_split,0.0,0.2
True,21.424533485727547,69.82,0.8582099752426148,0.0,25.05671124905348,0.03,0.995,0.1,0.2,11,24130.312189363685,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23897.83657791572,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.21219468390805,45000,0.9115066233722643,5000,ema_muown_cosine_lr0.008_wd0_flr1_mag0.5_b0.03_g0.995,epoch,True,69.82,5000,0.8582099752426148,train_split,0.0,0.2
True,21.223094005011006,69.96,0.858229310131073,0.0,24.811944658868015,0.06,0.995,0.1,0.2,11,24023.944924758016,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24124.66343875738,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.29974856321839,45000,0.9114176411738341,5000,ema_muown_cosine_lr0.008_wd0_flr1_mag0.5_b0.06_g0.995,epoch,True,69.96,5000,0.858229310131073,train_split,0.0,0.2
True,21.5267631851076,69.04,0.8599441532135009,0.0,25.087293463991955,0.15,0.995,0.1,0.2,11,22714.673644614195,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23784.346750012373,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.09321120689656,45000,0.917492969967853,5000,ema_muown_cosine_lr0.008_wd0_flr1_mag0.5_b0.15_g0.995,epoch,True,69.04,5000,0.8599441532135009,train_split,0.0,0.2
True,21.18146521689627,68.92,0.8600920363426209,0.0,24.838231784990057,0.1,0.995,0.1,0.2,11,22565.02972660666,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24172.076613075,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,66.90687859195403,45000,0.9173817915477972,5000,ema_muown_cosine_lr0.008_wd0_flr1_mag0.5_b0.1_g0.995,epoch,True,68.92,5000,0.8600920363426209,train_split,0.0,0.2
True,21.343603104190596,69.4,0.8455169175148011,0.0,25.053972243098542,0.03,0.995,0.1,0.2,11,21948.117740277223,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23988.45206690871,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.07650862068965,45000,0.8924152583911501,5000,ema_muown_cosine_lr0.008_wd0_flr1_mag1_b0.03_g0.995,epoch,True,69.4,5000,0.8455169175148011,train_split,0.0,0.2
True,21.306722317652785,69.9,0.8484066815376282,0.0,24.956596286967397,0.06,0.995,0.1,0.2,11,23995.86843122438,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24029.97478292586,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.98446479885058,45000,0.8954990978898674,5000,ema_muown_cosine_lr0.008_wd0_flr1_mag1_b0.06_g0.995,epoch,True,69.9,5000,0.8484066815376282,train_split,0.0,0.2
True,20.87346409666941,69.36,0.8446787852287293,0.0,24.528471874073148,0.15,0.995,0.1,0.2,11,23067.72329635056,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24528.75084024483,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.11916307471265,45000,0.8922965629347439,5000,ema_muown_cosine_lr0.008_wd0_flr1_mag1_b0.15_g0.995,epoch,True,69.36,5000,0.8446787852287293,train_split,0.0,0.2
True,20.88027035904927,69.58,0.8450052619934082,0.0,24.66008995915763,0.1,0.995,0.1,0.2,11,22314.979164172837,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24520.755296547446,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.011404454023,45000,0.8923632961580124,5000,ema_muown_cosine_lr0.008_wd0_flr1_mag1_b0.1_g0.995,epoch,True,69.58,5000,0.8450052619934082,train_split,0.0,0.2
True,21.270461532802916,68.34,0.8775838488578797,0.0,24.95629805093631,0.03,0.995,0.1,0.2,11,22547.447647371107,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24070.939843519755,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.30199353448276,45000,0.9123062032392655,5000,ema_muown_cosine_lr0.012_wd0_flr0.25_mag0.5_b0.03_g0.995,epoch,True,68.34,5000,0.8775838488578797,train_split,0.0,0.2
True,21.077162552699875,69.08,0.8720358776092529,0.0,24.70757233700715,0.06,0.995,0.1,0.2,11,23735.516419022413,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24291.694800940626,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.07525143678161,45000,0.9198343849730217,5000,ema_muown_cosine_lr0.012_wd0_flr0.25_mag0.5_b0.06_g0.995,epoch,True,69.08,5000,0.8720358776092529,train_split,0.0,0.2
True,21.282534001946406,68.1,0.8777729138374328,0.0,24.944263522978872,0.15,0.995,0.1,0.2,11,22493.361376513712,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24057.28565748678,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.27954382183908,45000,0.9122899866652214,5000,ema_muown_cosine_lr0.012_wd0_flr0.25_mag0.5_b0.15_g0.995,epoch,True,68.1,5000,0.8777729138374328,train_split,0.0,0.2
True,21.21889802169633,68.9,0.8717878858566284,0.0,24.83994454680942,0.1,0.995,0.1,0.2,11,22308.614392155272,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24129.434029820015,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.13362068965517,45000,0.9199255622666458,5000,ema_muown_cosine_lr0.012_wd0_flr0.25_mag0.5_b0.1_g0.995,epoch,True,68.9,5000,0.8717878858566284,train_split,0.0,0.2
True,21.552454002230103,69.06,0.8588626771926879,0.0,25.24790896498598,0.03,0.995,0.1,0.2,11,22749.442866553607,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23755.99548650106,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.94854525862068,45000,0.8966702928488282,5000,ema_muown_cosine_lr0.012_wd0_flr0.25_mag1_b0.03_g0.995,epoch,True,69.06,5000,0.8588626771926879,train_split,0.0,0.2
True,21.36518029247186,69.12,0.8632623416900634,0.0,25.03968525491655,0.06,0.995,0.1,0.2,11,23070.531839517862,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23964.22557596699,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.54894037356321,45000,0.9044559474649101,5000,ema_muown_cosine_lr0.012_wd0_flr0.25_mag1_b0.06_g0.995,epoch,True,69.12,5000,0.8632623416900634,train_split,0.0,0.2
True,21.378417276122548,68.98,0.8587070479393005,0.0,25.037470617797226,0.15,0.995,0.1,0.2,11,22357.882112500785,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23949.38752420416,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.91936063218391,45000,0.8968728554659876,5000,ema_muown_cosine_lr0.012_wd0_flr0.25_mag1_b0.15_g0.995,epoch,True,68.94,5000,0.8587070479393005,train_split,0.0,0.2
True,21.587057371438263,68.96,0.8648655401229859,0.0,25.192937053972855,0.1,0.995,0.1,0.2,11,22718.261153385305,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23717.915378194382,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.49281609195403,45000,0.9043887922133522,5000,ema_muown_cosine_lr0.012_wd0_flr0.25_mag1_b0.1_g0.995,epoch,True,68.96,5000,0.8648655401229859,train_split,0.0,0.2
True,21.29985494503459,69.3,0.8678247371673584,0.0,24.912234312156215,0.03,0.995,0.1,0.2,11,23847.361289298173,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24037.72238455348,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,66.9921875,45000,0.9181388260304243,5000,ema_muown_cosine_lr0.012_wd0_flr0.5_mag0.5_b0.03_g0.995,epoch,True,69.3,5000,0.8678247371673584,train_split,0.0,0.2
True,21.584663476118767,69.06,0.8721403448104859,0.0,25.228112227050588,0.06,0.995,0.1,0.2,11,22251.781108372215,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23720.545866581422,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.35138290229885,45000,0.9113114024030751,5000,ema_muown_cosine_lr0.012_wd0_flr0.5_mag0.5_b0.06_g0.995,epoch,True,69.06,5000,0.8721403448104859,train_split,0.0,0.2
True,21.415581931609847,68.94,0.8713620011329651,0.0,25.031904228031635,0.15,0.995,0.1,0.2,11,22166.65471571006,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23907.825696031043,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.3266882183908,45000,0.9114845785601385,5000,ema_muown_cosine_lr0.012_wd0_flr0.5_mag0.5_b0.15_g0.995,epoch,True,68.86,5000,0.8713620011329651,train_split,0.0,0.2
