amuse,avg_step_ms,best_val_acc,best_val_loss,col_gamma,elapsed_sec,ema_beta,ema_gamma,ema_rest_frac,ema_warmup_frac,epoch,examples_per_sec,external_lr,fallback_beta1,fallback_beta2,fallback_lr_mult,fallback_mode,fallback_weight_decay,gpu,lr,lr_final_scale,lr_schedule,max_memory_mb,mimuon,mimuon_mix,momentum,muown_mag_lr_mult,normuon,normuon_aspect_scale,normuon_beta,opt_fallback_count,opt_group_count,opt_matrix_count,opt_soda_weight,optimizer,overall_examples_per_sec,pmuon_beta,pmuon_eq,root_grouping,root_normuon_mode,row_gamma,seed,sfplus_adamc_decay,sfplus_beta1,sfplus_beta1_anneal_steps,sfplus_beta1_max,sfplus_beta_anneal,sfplus_c_warmup,sfplus_c_warmup_enabled,sfplus_inner_momentum,sfplus_polyak,sfplus_polyak_beta,sfplus_r,sfplus_weight_lr_power,soda,split_seed,step,step_timing,test_examples,torch,train_acc,train_examples,train_loss,train_val_size,trial,type,use_gram,val_acc,val_examples,val_loss,val_source,weight_decay,wsd_decay_frac
True,21.295278284732625,69.22,0.8693206796646118,0.0,24.992977953050286,0.1,0.995,0.1,0.2,11,23392.53511092499,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24042.888435370758,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.07300646551724,45000,0.918431184757715,5000,ema_muown_cosine_lr0.012_wd0_flr0.5_mag0.5_b0.1_g0.995,epoch,True,69.22,5000,0.8693206796646118,train_split,0.0,0.2
True,21.539675729961218,69.62,0.8561909796714783,0.0,25.212267772993073,0.03,0.995,0.1,0.2,11,22464.865136673714,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23770.08857602342,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.76445761494253,45000,0.8958042743562282,5000,ema_muown_cosine_lr0.012_wd0_flr0.5_mag1_b0.03_g0.995,epoch,True,69.62,5000,0.8561909796714783,train_split,0.0,0.2
True,20.798575212702627,69.88,0.8551512817382813,0.0,24.49597382498905,0.06,0.995,0.1,0.2,11,23493.544285809003,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24617.070869705465,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.75772270114942,45000,0.8956091732814394,5000,ema_muown_cosine_lr0.012_wd0_flr0.5_mag1_b0.06_g0.995,epoch,True,69.88,5000,0.8551512817382813,train_split,0.0,0.2
True,21.102406919739384,69.9,0.8566206731796264,0.0,24.68406392703764,0.15,0.995,0.1,0.2,11,23056.905995145356,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24262.63515566419,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.7869073275862,45000,0.8955428038520374,5000,ema_muown_cosine_lr0.012_wd0_flr0.5_mag1_b0.15_g0.995,epoch,True,69.9,5000,0.8566206731796264,train_split,0.0,0.2
True,21.440036177155257,69.88,0.8568634080886841,0.0,25.013824430992827,0.1,0.995,0.1,0.2,11,23907.858276003368,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23880.556719654473,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.71955818965517,45000,0.8958577780887998,5000,ema_muown_cosine_lr0.012_wd0_flr0.5_mag1_b0.1_g0.995,epoch,True,69.88,5000,0.8568634080886841,train_split,0.0,0.2
True,21.41081896285844,69.06,0.8606705759048462,0.0,25.06611956609413,0.03,0.995,0.1,0.2,11,22355.486092448657,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23913.144139333086,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.47261135057471,45000,0.9017604849804407,5000,ema_muown_cosine_lr0.012_wd0_flr1_mag0.5_b0.03_g0.995,epoch,True,69.06,5000,0.8606705759048462,train_split,0.0,0.2
True,21.44628900800871,68.94,0.8606128964424133,0.0,25.060466808034107,0.06,0.995,0.1,0.2,11,23639.420531845364,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23873.59415928804,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.55118534482759,45000,0.901252031326294,5000,ema_muown_cosine_lr0.012_wd0_flr1_mag0.5_b0.06_g0.995,epoch,True,68.94,5000,0.8606128964424133,train_split,0.0,0.2
True,21.344286583228413,69.26,0.8564443839073181,0.0,24.976887286873534,0.15,0.995,0.1,0.2,11,22354.602772958442,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23987.683917358543,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.42771192528735,45000,0.9048813615722218,5000,ema_muown_cosine_lr0.012_wd0_flr1_mag0.5_b0.15_g0.995,epoch,True,69.06,5000,0.8564443839073181,train_split,0.0,0.2
True,21.581422677620445,69.0,0.8608326371192933,0.0,25.208128513069823,0.1,0.995,0.1,0.2,11,22627.45438724277,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23724.107888908315,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.55792025862068,45000,0.9010729549945086,5000,ema_muown_cosine_lr0.012_wd0_flr1_mag0.5_b0.1_g0.995,epoch,True,69.0,5000,0.8608326371192933,train_split,0.0,0.2
True,21.712973153207923,70.96,0.8303750855445862,0.0,25.339465676108375,0.03,0.995,0.1,0.2,11,22151.44841901557,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23580.37272865858,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.64673132183908,45000,0.8757520503011244,5000,ema_muown_cosine_lr0.012_wd0_flr1_mag1_b0.03_g0.995,epoch,True,70.96,5000,0.8303750855445862,train_split,0.0,0.2
True,21.373602737167715,70.46,0.8267046566009522,0.0,25.017065173015,0.06,0.995,0.1,0.2,11,23152.125382093567,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23954.782274944013,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,69.0216415229885,45000,0.8671053346546217,5000,ema_muown_cosine_lr0.012_wd0_flr1_mag1_b0.06_g0.995,epoch,True,70.46,5000,0.8267046566009522,train_split,0.0,0.2
True,21.413082955628134,70.34,0.8272637347221374,0.0,25.008615800878033,0.15,0.995,0.1,0.2,11,22606.716928426926,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23910.615816552836,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,69.0777658045977,45000,0.8668701655563267,5000,ema_muown_cosine_lr0.012_wd0_flr1_mag1_b0.15_g0.995,epoch,True,70.34,5000,0.8272637347221374,train_split,0.0,0.2
True,21.578457635797033,70.52,0.8261362958908081,0.0,25.21183426422067,0.1,0.995,0.1,0.2,11,23152.554769888695,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23727.36775915952,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,69.03062140804597,45000,0.8670482292942617,5000,ema_muown_cosine_lr0.012_wd0_flr1_mag1_b0.1_g0.995,epoch,True,70.52,5000,0.8261362958908081,train_split,0.0,0.2
True,21.378795767534825,69.44,0.8595482227325439,0.0,24.994148693978786,0.03,0.995,0.1,0.2,11,22944.795931071283,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23948.96352288969,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.43444683908046,45000,0.9080529815849216,5000,ema_muown_cosine_lr0.014_wd0_flr0.25_mag0.5_b0.03_g0.995,epoch,True,69.44,5000,0.8595482227325439,train_split,0.0,0.2
True,21.4776650931547,69.42,0.8589817631721497,0.0,25.05416016210802,0.06,0.995,0.1,0.2,11,22109.63915612216,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23838.71793229438,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.38954741379311,45000,0.9080670434853126,5000,ema_muown_cosine_lr0.014_wd0_flr0.25_mag0.5_b0.06_g0.995,epoch,True,69.42,5000,0.8589817631721497,train_split,0.0,0.2
True,20.807271979622527,69.46,0.8598574162483216,0.0,24.434219960821792,0.15,0.995,0.1,0.2,11,24154.847853610663,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24606.781730032846,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.40975215517241,45000,0.9079453794435522,5000,ema_muown_cosine_lr0.014_wd0_flr0.25_mag0.5_b0.15_g0.995,epoch,True,69.46,5000,0.8598574162483216,train_split,0.0,0.2
True,21.22040727609319,68.2,0.8770844841003418,0.0,24.897385796066374,0.1,0.995,0.1,0.2,11,22198.30021124013,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24127.717877348037,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.29076867816092,45000,0.9153805806719023,5000,ema_muown_cosine_lr0.014_wd0_flr0.25_mag0.5_b0.1_g0.995,epoch,True,68.2,5000,0.8770844841003418,train_split,0.0,0.2
True,20.90545060354824,69.48,0.8489850637435913,0.0,24.60474941204302,0.03,0.995,0.1,0.2,11,23085.03948369264,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24491.220481662294,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.71506824712644,45000,0.8992272964839277,5000,ema_muown_cosine_lr0.014_wd0_flr0.25_mag1_b0.03_g0.995,epoch,True,69.48,5000,0.8489850637435913,train_split,0.0,0.2
True,20.97569890405048,69.26,0.8491712894439697,0.0,24.77021323191002,0.06,0.995,0.1,0.2,11,22998.288006401388,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24409.19858461217,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.81384698275862,45000,0.8990353339019863,5000,ema_muown_cosine_lr0.014_wd0_flr0.25_mag1_b0.06_g0.995,epoch,True,69.26,5000,0.8491712894439697,train_split,0.0,0.2
True,21.12967394322685,69.1,0.8521526252746582,0.0,24.881130113033578,0.15,0.995,0.1,0.2,11,22611.31230572132,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24231.32516742514,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.13712284482759,45000,0.8930863573633391,5000,ema_muown_cosine_lr0.014_wd0_flr0.25_mag1_b0.15_g0.995,epoch,True,69.1,5000,0.8521526252746582,train_split,0.0,0.2
True,21.062341646266336,69.14,0.8525059559822082,0.0,24.759115725988522,0.1,0.995,0.1,0.2,11,22711.444130609056,False,0.9,0.95,0.25,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24308.788101476875,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.13263290229885,45000,0.8928573165816822,5000,ema_muown_cosine_lr0.014_wd0_flr0.25_mag1_b0.1_g0.995,epoch,True,69.14,5000,0.8525059559822082,train_split,0.0,0.2
True,21.486858607598105,69.8,0.8542802735328674,0.0,25.129414348863065,0.03,0.995,0.1,0.2,11,23363.992998615413,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23828.518135217233,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.3266882183908,45000,0.9078037704544506,5000,ema_muown_cosine_lr0.014_wd0_flr0.5_mag0.5_b0.03_g0.995,epoch,True,69.8,5000,0.8542802735328674,train_split,0.0,0.2
True,21.292192840697137,70.06,0.8537388965606689,0.0,24.933448647148907,0.06,0.995,0.1,0.2,11,22342.081142421142,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24046.372481719285,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.42771192528735,45000,0.9075507453118248,5000,ema_muown_cosine_lr0.014_wd0_flr0.5_mag0.5_b0.06_g0.995,epoch,True,70.06,5000,0.8537388965606689,train_split,0.0,0.2
True,21.482810117812807,69.86,0.8551427571296691,0.0,25.11453099711798,0.15,0.995,0.1,0.2,11,22157.908994208894,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23833.008679598544,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.3828125,45000,0.9076221831913652,5000,ema_muown_cosine_lr0.014_wd0_flr0.5_mag0.5_b0.15_g0.995,epoch,True,69.86,5000,0.8551427571296691,train_split,0.0,0.2
True,21.25801991089693,70.06,0.8413118757247925,0.0,24.968869447009638,0.1,0.995,0.1,0.2,11,23355.717103630825,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24085.027775213774,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.51975574712644,45000,0.8999407702478869,5000,ema_muown_cosine_lr0.014_wd0_flr0.5_mag0.5_b0.1_g0.995,epoch,True,70.06,5000,0.8413118757247925,train_split,0.0,0.2
True,21.555511309217547,70.32,0.8448238198280335,0.0,25.246963910991326,0.03,0.995,0.1,0.2,11,22254.93675098642,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23752.62607577576,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.45141882183908,45000,0.8783832089654331,5000,ema_muown_cosine_lr0.014_wd0_flr0.5_mag1_b0.03_g0.995,epoch,True,70.32,5000,0.8448238198280335,train_split,0.0,0.2
True,21.48878939585382,70.28,0.8436898493766785,0.0,25.2675579180941,0.06,0.995,0.1,0.2,11,22195.236155121973,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23826.377120099118,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.38182471264368,45000,0.878393536326529,5000,ema_muown_cosine_lr0.014_wd0_flr0.5_mag1_b0.06_g0.995,epoch,True,70.28,5000,0.8436898493766785,train_split,0.0,0.2
True,21.177886335591346,70.32,0.8435754371643066,0.0,24.830980338854715,0.15,0.995,0.1,0.2,11,22459.627493859727,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24176.16148687784,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.43121408045977,45000,0.8782350962189422,5000,ema_muown_cosine_lr0.014_wd0_flr0.5_mag1_b0.15_g0.995,epoch,True,70.32,5000,0.8435754371643066,train_split,0.0,0.2
True,21.10604907522492,70.28,0.8424292827606201,0.0,24.747143698856235,0.1,0.995,0.1,0.2,11,23359.529268994742,False,0.9,0.95,0.5,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24258.44828537829,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,68.48060344827586,45000,0.8779999517846382,5000,ema_muown_cosine_lr0.014_wd0_flr0.5_mag1_b0.1_g0.995,epoch,True,70.28,5000,0.8424292827606201,train_split,0.0,0.2
True,21.68664712859389,69.42,0.8618472299575806,0.0,25.353222000179812,0.03,0.995,0.1,0.2,11,21981.525602483718,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23608.99759949185,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.65894396551724,45000,0.9025650956164831,5000,ema_muown_cosine_lr0.014_wd0_flr1_mag0.5_b0.03_g0.995,epoch,True,69.42,5000,0.8618472299575806,train_split,0.0,0.2
True,21.585547019570523,69.04,0.867357914352417,0.0,25.348737822147086,0.06,0.995,0.1,0.2,11,21782.137203185255,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23719.574932976935,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.66343390804597,45000,0.8998690932646565,5000,ema_muown_cosine_lr0.014_wd0_flr1_mag0.5_b0.06_g0.995,epoch,True,69.04,5000,0.867357914352417,train_split,0.0,0.2
True,21.359467308012004,69.44,0.8620794623374939,0.0,25.103843577904627,0.15,0.995,0.1,0.2,11,23135.974589439127,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,23970.635251186584,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.66343390804597,45000,0.9024800343075018,5000,ema_muown_cosine_lr0.014_wd0_flr1_mag0.5_b0.15_g0.995,epoch,True,69.44,5000,0.8620794623374939,train_split,0.0,0.2
True,21.324697831088955,68.96,0.8670243035316467,0.0,24.91741741495207,0.1,0.995,0.1,0.2,11,23917.836190042177,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,0.5,False,False,0.95,,,,,ema_muown,24009.71887411989,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.67016882183908,45000,0.8998396889916782,5000,ema_muown_cosine_lr0.014_wd0_flr1_mag0.5_b0.1_g0.995,epoch,True,68.96,5000,0.8670243035316467,train_split,0.0,0.2
True,21.790101690667456,69.66,0.8495179144859314,0.0,25.468329592142254,0.03,0.995,0.1,0.2,11,22152.322884436227,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23496.90732371781,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.54445043103448,45000,0.9005322956490791,5000,ema_muown_cosine_lr0.014_wd0_flr1_mag1_b0.03_g0.995,epoch,True,69.66,5000,0.8495179144859314,train_split,0.0,0.2
True,21.500645669255675,72.08,0.7977045842170716,0.0,25.156054094899446,0.06,0.995,0.1,0.2,11,22573.281182249037,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23813.23834995904,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,69.40328663793103,45000,0.853741617723443,5000,ema_muown_cosine_lr0.014_wd0_flr1_mag1_b0.06_g0.995,epoch,True,72.08,5000,0.7977045842170716,train_split,0.0,0.2
True,20.92135448425373,69.64,0.850242378616333,0.0,24.588406811002642,0.15,0.995,0.1,0.2,11,22733.97046661989,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,24472.602879768237,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,67.58710488505747,45000,0.9004281786666519,5000,ema_muown_cosine_lr0.014_wd0_flr1_mag1_b0.15_g0.995,epoch,True,69.64,5000,0.850242378616333,train_split,0.0,0.2
True,21.393545197413957,71.82,0.7971469253540039,0.0,25.04666461609304,0.1,0.995,0.1,0.2,11,23178.58906874618,False,0.9,0.95,1.0,rms,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.014,0.1,cosine,1126.47607421875,False,0.85,0.95,1.0,False,False,0.95,,,,,ema_muown,23932.45230163584,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,1044,cuda_synchronized,10000,2.13.0.dev20260506+cu130,69.3987966954023,45000,0.8535257050360756,5000,ema_muown_cosine_lr0.014_wd0_flr1_mag1_b0.1_g0.995,epoch,True,71.82,5000,0.7971469253540039,train_split,0.0,0.2
