best_val_acc,best_val_loss,beta1,family,final_val_acc,final_val_loss,lr,mimuon_tau,normuon_beta2,optimizer,param_count,pmuon_beta,pmuon_gamma,rho,run_name,seed,soda_replaces_weight_decay,soda_warmup_steps,status,steps,steps_per_sec,test_acc,test_loss,use_amuse,use_gram,use_mimuon,use_normuon,use_pmuoneq,use_soda,wall_sec,warmup_steps,weight_decay
0.8246,0.5967402282714844,0.6,adamw,0.8246,0.793181884765625,0.003,0.005,0.95,adamw,2691274,0.95,0.2,0.8,long20k_adamw_rank1,0,True,250,ok,20000,59.18764596548433,0.8225,0.7800360717773438,True,True,False,False,True,True,337.90835357201286,250,0.02
0.8758,0.415085595703125,0.6,soda_pmuoneq,0.8746,0.5329038330078125,0.014,0.005,0.95,sodamuseeq,2691274,0.95,0.05,0.8,long20k_soda_pmuoneq_rank1,0,True,500,ok,20000,42.93852034861143,0.8777,0.5111258758544922,False,True,False,False,True,True,465.7822355689714,500,0.0
0.861,0.5001353942871094,0.6,normuon_base,0.86,0.7241070922851562,0.006,0.005,0.98,sodamuseeq,2691274,0.95,0.0,0.8,long20k_normuon_base_rank1,0,False,500,ok,20000,49.21551952964655,0.8642,0.6927821166992187,False,True,False,True,False,False,406.375878810999,500,0.0
