amuse,avg_step_ms,best_val_acc,best_val_loss,col_gamma,elapsed_sec,epoch,examples_per_sec,gpu,lr,lr_final_scale,lr_schedule,max_memory_mb,mimuon,mimuon_mix,momentum,normuon,normuon_aspect_scale,normuon_beta,opt_beta,opt_gram_params,opt_lr,opt_matrix_params,opt_mimuon_params,opt_normuon_aspect_params,opt_normuon_params,opt_params,opt_step,opt_sync_diagnostics,optimizer,overall_examples_per_sec,pmuon_beta,pmuon_eq,root_grouping,root_normuon_mode,row_gamma,seed,sfplus_adamc_decay,sfplus_beta1,sfplus_beta1_anneal_steps,sfplus_beta1_max,sfplus_beta_anneal,sfplus_c_warmup,sfplus_c_warmup_enabled,sfplus_inner_momentum,sfplus_polyak,sfplus_polyak_beta,sfplus_r,sfplus_weight_lr_power,soda,split_seed,step,step_timing,test_acc,test_examples,test_loss,torch,train_acc,train_examples,train_loss,train_val_size,trial,type,use_gram,val_acc,val_examples,val_loss,val_source,weight_decay,wsd_decay_frac
True,11.564291957765818,79.64,0.5998214288234711,0.0,59.57114402996376,49,37525.28056612624,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.004,0.1,cosine,1124.625,False,0.85,0.95,False,False,0.95,,,,,,,,,,,adamw,44274.21945674543,0.95,True,anchor,row,0.2,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,matrix,12345,4350,cpu_launch_unsynchronized,79.55,10000,0.6240114168167115,2.13.0.dev20260506+cu130,84.8419540229885,45000,0.42073983125302983,5000,final_component_adamw_component_adamw_lr0.004_wd0.001,epoch,True,79.62,5000,0.6132732280254364,train_split,0.001,0.2
False,20.15844562677024,85.96,0.4164524966716766,0.0,96.27929070207756,49,22957.000024372046,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.012,0.1,wsd,1126.43212890625,False,0.85,0.95,True,False,0.93,1.0,18.0,0.012,18.0,0.0,0.0,18.0,60.0,4350.0,0.0,anchormuon,25398.783689952186,0.9,True,anchor,row,0.25,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,4350,cpu_launch_unsynchronized,84.88,10000,0.4451256986618042,2.13.0.dev20260506+cu130,86.89834770114942,45000,0.37102452845409,5000,final_component_full_component_full_lr0.012_rg0.25_pb0.9_nb0.93,epoch,True,84.82,5000,0.4385283540725708,train_split,0.001,0.2
False,16.590819057591002,80.4,0.5443746284008026,0.0,80.74478537903633,49,28282.61164892996,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.006,0.1,wsd,1126.43212890625,False,0.85,0.95,True,False,0.93,1.0,0.0,0.006,18.0,0.0,0.0,18.0,60.0,4350.0,0.0,anchormuon,30860.441441903273,0.9,True,anchor,row,0.35,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,4350,cpu_launch_unsynchronized,80.49,10000,0.5662643655776978,2.13.0.dev20260506+cu130,81.097341954023,45000,0.5263697076802967,5000,final_component_no_gram_component_no_gram_lr0.006_rg0.35_pb0.9_nb0.93,epoch,False,79.66,5000,0.5679591306209564,train_split,0.001,0.2
False,18.900056189306124,85.98,0.41159040894508364,0.0,90.83288473007269,49,24705.286381549304,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,wsd,1126.41162109375,False,0.85,0.95,False,False,0.93,1.0,18.0,0.008,18.0,0.0,0.0,0.0,60.0,4350.0,0.0,anchormuon,27089.866552338382,0.9,True,anchor,row,0.45,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,4350,cpu_launch_unsynchronized,84.99,10000,0.44602588539123533,2.13.0.dev20260506+cu130,87.08692528735632,45000,0.35968644831372404,5000,final_component_no_normuon_component_no_normuon_lr0.008_rg0.45_pb0.9_nb0.93,epoch,True,85.64,5000,0.42366927852630615,train_split,0.001,0.2
False,18.516118647289815,86.04,0.4129249841213226,0.0,89.14887106302194,49,26066.002144035403,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.01,0.1,wsd,1126.43212890625,False,0.85,0.95,True,False,0.9,1.0,18.0,0.01,18.0,0.0,0.0,18.0,60.0,4350.0,0.0,anchormuon,27651.583452936065,0.95,False,anchor,row,0.0,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,all,12345,4350,cpu_launch_unsynchronized,85.28,10000,0.43947187933921816,2.13.0.dev20260506+cu130,87.4236709770115,45000,0.3546859461000596,5000,final_component_no_pmuoneq_component_no_pmuoneq_lr0.01_rg0_pb0.95_nb0.9,epoch,True,85.98,5000,0.42248986849784853,train_split,0.001,0.2
False,18.660602311994452,84.7,0.4648280032157898,0.0,89.71913575392682,49,27393.513214742787,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,0.008,0.1,wsd,1124.6748046875,False,0.85,0.95,True,False,0.93,1.0,18.0,0.008,18.0,0.0,0.0,18.0,60.0,4350.0,0.0,anchormuon,27437.485212945263,0.9,True,anchor,row,0.35,123,False,0.9,0,0.965,False,0,False,False,False,0.0,0.0,2.0,none,12345,4350,cpu_launch_unsynchronized,84.19,10000,0.520312179851532,2.13.0.dev20260506+cu130,90.08620689655173,45000,0.2719489824155281,5000,final_component_no_soda_component_no_soda_lr0.008_rg0.35_pb0.9_nb0.93,epoch,True,84.66,5000,0.493388769865036,train_split,0.001,0.2
