name,label,step,train_loss_interval_mean,train_loss_interval_std,val_loss_mean,val_loss_std,val_accuracy_mean,val_accuracy_std
row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,"row + aspect, rg0.35",1212,0.7300958362120081,0.005813800755739247,0.6088403671264649,0.011049103597424984,0.7886333333333333,0.0030038863715748754
row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,"row + aspect, rg0.35",1819,0.5409862989419637,0.007999373976550797,0.5269133794148763,0.027251479496940418,0.8171666666666667,0.009042860904234541
row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,"row + aspect, rg0.35",2425,0.4373296440401749,0.00570242017911082,0.4451882207234701,0.009386562352185017,0.8477333333333332,0.0030353473167552608
row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,"row + aspect, rg0.35",3031,0.36372985074458475,0.0058693206086961125,0.4347494697570801,0.004374224728800931,0.8561,0.0011789826122551993
row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,"row + aspect, rg0.35",3638,0.3129919633342957,0.004818767855829872,0.4129944402058919,0.009172519147854899,0.8632,0.0021656407827707895
row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,"row + aspect, rg0.35",4244,0.272191851445944,0.003515343040586812,0.40808858489990235,0.011725227893350669,0.8666333333333333,0.005392896562454496
row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,"row + aspect, rg0.35",4850,0.2409259176785403,0.004747268155103351,0.39752130203247066,0.015032356057530534,0.8743666666666666,0.004282911782109588
row_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,"row + aspect, rg0.40",606,1.2398376866142347,0.007134419543737495,0.8429578969319662,0.02180598664896406,0.701,0.007054785609782933
row_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,"row + aspect, rg0.40",1212,0.731312102020377,0.004673670305989412,0.6053327473958333,0.0066810353234883135,0.7904,0.0019313207915828024
row_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,"row + aspect, rg0.40",1819,0.5434493408597216,0.0077366769192397785,0.5218369023640951,0.014575806173484838,0.8193666666666667,0.00360878557597057
row_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,"row + aspect, rg0.40",2425,0.44178767338378727,0.009513822999975526,0.4591496124267578,0.007717799102914341,0.8409333333333334,0.00395769293065205
row_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,"row + aspect, rg0.40",3031,0.3701932101999179,0.010323549304940696,0.46516568959554033,0.05199097004911343,0.8441000000000001,0.017007939322563462
row_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,"row + aspect, rg0.40",3638,0.31817905348712827,0.009242733839565654,0.41382647730509436,0.011474943913580168,0.8650000000000001,0.004986983055916683
row_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,"row + aspect, rg0.40",4244,0.2766348297151402,0.008733902147299686,0.40939061965942386,0.017340001096276227,0.8674,0.004912229636326071
row_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,"row + aspect, rg0.40",4850,0.24527330775268794,0.007945487591906828,0.4115434361775716,0.0139509678544896,0.8704666666666666,0.005858611894752283
row_noaspect_mlr0.008_rg0.3_cg0_nb0.95,"row no aspect, rg0.30/cg0",606,1.2598174634349621,0.0009558898645987889,0.8874326477050781,0.03868273236882067,0.6890999999999999,0.011121600604229589
row_noaspect_mlr0.008_rg0.3_cg0_nb0.95,"row no aspect, rg0.30/cg0",1212,0.7507875882195693,0.005652727721618454,0.6286127283732096,0.03214362578782327,0.7812333333333333,0.013000128204496048
row_noaspect_mlr0.008_rg0.3_cg0_nb0.95,"row no aspect, rg0.30/cg0",1819,0.5460687328635304,0.004489145109536171,0.5403165649414062,0.020987617155405328,0.8154333333333333,0.005560875230872704
row_noaspect_mlr0.008_rg0.3_cg0_nb0.95,"row no aspect, rg0.30/cg0",2425,0.4355665774661453,0.007031322682564657,0.46669390513102216,0.004744510247679413,0.8403,0.002251666049839571
row_noaspect_mlr0.008_rg0.3_cg0_nb0.95,"row no aspect, rg0.30/cg0",3031,0.3580164794038625,0.007070353993269472,0.44483143742879233,0.013056122252845331,0.8514666666666667,0.005173329037798945
row_noaspect_mlr0.008_rg0.3_cg0_nb0.95,"row no aspect, rg0.30/cg0",3638,0.3049067895550573,0.006506573848677344,0.4224098625183106,0.012751054158530555,0.8647666666666667,0.0020033305601755637
row_noaspect_mlr0.008_rg0.3_cg0_nb0.95,"row no aspect, rg0.30/cg0",4244,0.26476959849741594,0.0035544813619465565,0.4168501538594564,0.008648745581661307,0.8650333333333333,0.003557152419187725
row_noaspect_mlr0.008_rg0.3_cg0_nb0.95,"row no aspect, rg0.30/cg0",4850,0.23282187945148994,0.004927551046893882,0.41463005447387696,0.016560885869749208,0.8705333333333334,0.006616141876753637
