name,label,step,train_loss_interval_mean,train_loss_interval_std,val_loss_mean,val_loss_std,val_accuracy_mean,val_accuracy_std
adamw_lr0.0025_wd0.005,AdamW baseline,606,1.28449482306002,0.016820820777810948,0.9916491027832031,0.01686422660235032,0.6436666666666667,0.008519585279421376
adamw_lr0.0025_wd0.005,AdamW baseline,1212,0.8916956444646922,0.023201053078738015,0.7521034337361655,0.027514504430053245,0.7348,0.0114843371598016
adamw_lr0.0025_wd0.005,AdamW baseline,1819,0.6933192100451583,0.015981680105728743,0.6564573811848958,0.015991603748866812,0.7692333333333333,0.008764321612842244
adamw_lr0.0025_wd0.005,AdamW baseline,2425,0.5619147728772053,0.013076398326453659,0.6047000208536785,0.00947225652229418,0.7921666666666667,0.001457166199626295
adamw_lr0.0025_wd0.005,AdamW baseline,3031,0.45886456804110276,0.0118369948750862,0.5732252075195312,0.02240416833419078,0.8089000000000001,0.0031511902513177885
adamw_lr0.0025_wd0.005,AdamW baseline,3638,0.3804812790812666,0.01024096417298093,0.5647357248942058,0.017268841307152963,0.8189000000000001,0.004497777228809834
adamw_lr0.0025_wd0.005,AdamW baseline,4244,0.315591977259638,0.0100953299207003,0.5756343154907226,0.020366004589777487,0.8206000000000001,0.01044030650891056
adamw_lr0.0025_wd0.005,AdamW baseline,4850,0.2631068214675774,0.011239556163778384,0.5868063512166342,0.028866723265289697,0.8256333333333333,0.008873744042586175
orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,"orient + aspect, rg0.30/cg0",606,1.2397326303131642,0.007145417583756556,0.8676390604654948,0.033016627764569345,0.6979333333333333,0.010032115097691698
orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,"orient + aspect, rg0.30/cg0",1212,0.7223266658872136,0.005608059686704922,0.6061181457519531,0.02125660902174115,0.7901333333333334,0.006550063612922651
orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,"orient + aspect, rg0.30/cg0",1819,0.5354375727781551,0.006800942917378895,0.5109055348714192,0.033910996958992023,0.8240333333333334,0.009078178965703008
orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,"orient + aspect, rg0.30/cg0",2425,0.43304689944905156,0.005248474141514459,0.45268000437418615,0.017133793439381484,0.8446666666666666,0.007333030296769049
orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,"orient + aspect, rg0.30/cg0",3031,0.36054730859592277,0.006766631381915823,0.4257891606648763,0.009757239499745581,0.8582666666666666,0.002107921567168341
orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,"orient + aspect, rg0.30/cg0",3638,0.3100753773345455,0.005674815385215117,0.4124080805460612,0.022570350834714776,0.8650000000000001,0.0042320207938997476
orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,"orient + aspect, rg0.30/cg0",4244,0.2720560499920835,0.004952058021859888,0.41952578124999995,0.011146838090634359,0.8661333333333333,0.0032470499431534903
orientation_aspect_mlr0.008_rg0.3_cg0_nb0.95,"orient + aspect, rg0.30/cg0",4850,0.24090526374292584,0.005657087512001071,0.4114687271118164,0.01234237415265277,0.8704333333333333,0.004598188048931151
orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,"orient + aspect, rg0.40",606,1.2383947224244558,0.007145479723726427,0.8338968485514323,0.029627245444132574,0.7064333333333334,0.012217337407689648
orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,"orient + aspect, rg0.40",1212,0.7206687869215168,0.007564044114692008,0.6061437037150065,0.01877427614449849,0.7908333333333334,0.0052080066564217315
orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,"orient + aspect, rg0.40",1819,0.5332259480472713,0.009510214885804991,0.5198709788004557,0.025133266329407586,0.8228333333333334,0.009308777220093559
orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,"orient + aspect, rg0.40",2425,0.4353232968135505,0.010066466781138875,0.448104480489095,0.012170505725922705,0.8458333333333333,0.0031262330900515556
orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,"orient + aspect, rg0.40",3031,0.36103906467704494,0.008299693923322964,0.43785868199666345,0.013271480915509143,0.8555,0.005291502622129186
orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,"orient + aspect, rg0.40",3638,0.31213579242992767,0.00699740758194589,0.4181416862487793,0.028603635369475074,0.8631333333333333,0.008638479804533567
orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,"orient + aspect, rg0.40",4244,0.2713690586674987,0.005925072956317477,0.40622224349975583,0.010781606041642397,0.8674666666666667,0.0024131583730317807
orientation_aspect_mlr0.008_rg0.4_cg0.05_nb0.93,"orient + aspect, rg0.40",4850,0.23992157595516952,0.005115116544130406,0.4086650177001953,0.015501000170686806,0.8704333333333333,0.00546839403603413
orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,"orient no aspect, rg0.40",606,1.2555887292255006,0.0023419878217489226,0.8770839864095054,0.031848402177946315,0.6930999999999999,0.010616496597277264
orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,"orient no aspect, rg0.40",1212,0.7418731982165044,0.00575041876710114,0.6086638254801432,0.009558250849917922,0.7893333333333333,0.005001333155602952
orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,"orient no aspect, rg0.40",1819,0.537716891348591,0.0034622926166326166,0.5369068842569987,0.03849783565637275,0.8152666666666667,0.013366500414593672
orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,"orient no aspect, rg0.40",2425,0.42701558388433575,0.004843580467930276,0.46232970377604166,0.011720226926282192,0.8423666666666666,0.0031005375877955874
orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,"orient no aspect, rg0.40",3031,0.3500185894510402,0.003991161379136806,0.4508631306966146,0.020871103912926035,0.8525,0.005302829433425126
orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,"orient no aspect, rg0.40",3638,0.29980637050473646,0.0030663963667287063,0.42373729298909507,0.019945589227565414,0.863,0.00564003546088142
orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,"orient no aspect, rg0.40",4244,0.2574692880130312,0.002376070216271673,0.41519946467081703,0.023153031175501503,0.8683666666666667,0.0047961790347456285
orientation_noaspect_mlr0.008_rg0.4_cg0.05_nb0.93,"orient no aspect, rg0.40",4850,0.22728522138299198,0.0009233594864385808,0.4132809949239095,0.019437277610308543,0.8704666666666667,0.004142865353029622
row_aspect_mlr0.008_rg0.35_cg0.05_nb0.93,"row + aspect, rg0.35",606,1.2407834359718235,0.0069924641922997355,0.8563166046142578,0.014759787888140008,0.6974333333333332,0.006277207447052693
